Tweet Content,Sentiment,Label
"@LakasNgTimog Yes ! Tumaas ang level ng debate or Q &amp; A, kasi wala yung mga mapurol ang utak! 😅 😂🤣
Sayang si Ping Lacson.",Negative,Hate
I had the time before to read the wikipedia of Bongbong Marcos and I could conclude that even the wiki itself gave me a bad impression on him as a person and politician. https://t.co/91m1OajT4G,Negative,Hate
I believe and hc na kahit red flag si Lucien hindi siya bobo at tanga kaya Leni Robredo din president niya chour,Negative,Hate
"@_katesuarez excuse me, wala ka ngang makitang record na may nanakaw ni bongbong marcos, utak talangka ka beh",Negative,Hate
bongbong marcos website is not a credible site eww #ashsgs,Negative,Hate
"AGREE.
sa nangyari kay Loren at sa kanyang anak,
okay lng na i.boto niyo si Isko, Manny, Ping or any Presendentiable

HUWAG lang si LENI ROBREDO at KIKO PANGILINAN na naging sanhi nitong lamat sa Pami.pamilya at kaibigan. https://t.co/ysUJGZOIJh",Negative,Hate
"oh eto naman galing MSN, baka sabihin niyo dilawan at biased ang rappler at kung ano ano pa

 https://t.co/KYy2DmhLH9",Negative,Hate
"""The youthfulness of the population helps obscure the truth of Marcos dictatorship. About 70% are under 40 years old. Marcos Sr. was forced out of office 36 years ago, well before much of the electorate was born. Few have a recollection of martial law.""  https://t.co/a58yd7ljAg",Negative,Hate
"Si Bongbong ay yung classmate mo na parating absent sa class pero umaasang papasa dahil yung tatay ay yung principal ng school, or yung nagpatayo kuno ng school. #NeverAgain to Marcos's return to power.",Negative,Hate
"@DeusXMachina14 MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate
"Robredo slams door on unification talks https://t.co/SphkNTGGL9 VP Leni will unite the Filipino people not the opportunist-bluffer Moreno aka domagoso, Pakyaw, Lacson,, duterte's zombies",Negative,Hate
"#ashsgs

BONGBONG MARCOS . COM WHAHSHSKAMMEMAKAKA
YOUTUBE O",Negative,Hate
"Kapag hindi nanalo si Leni Robredo ngayong election mangingibang bansa talaga ako, walang magandang buhay sa Pinas sa walang maayos na plataporma.",Negative,Hate
Ping Lacson: Super Cop is a perfect biopic. It does the Wikipedia article style plot many biopics do since much of the film centers around Ping's big career moments. It's like a 90 minute dick measuring contest. The characters are all just details in service to Ping's image,Negative,Hate
Son of notorious dictator Ferdinand Marcos' is poised to win the Philippines presidential election https://t.co/QN7zXnyt0f,Negative,Hate
"daming naging ableist nung unang lumabas to tas naglipana yung mga trolls at mockery. LOOK AT THIS NOW. daming naabot ng kantang to to recognize our Presidente, Leni Robredo and Bise Presidente, Kiko Pangilinan ! https://t.co/85snxOvQwJ",Negative,Hate
Bongbong Marcos: The man attempting to revive a corrupt political dynasty https://t.co/G560fTUDvf #NEWS https://t.co/A8KrSQzwMd,Negative,Hate
@DorjiTala @SilksworthPost Yup. We here in Philippines nearly got one in Leni Robredo. Good thing she won't win.,Negative,Hate
"@iamzciohakkai @maeannelosbanos @usapinglacson @iampinglacson @News5PH @onenewsph Nag shifttoping na po yung nka pink, wag po assuming basta pink lenlen na, yung asawa ko laging nka pink my nka salubong na lelen supoters sabi leni mo kayo mam nka tawa, sumagot si ismi ping lacson po kami sa pamilya boom sunod,",Negative,Hate
"Syempre, tutol na tutol ang isang Bongbong Marcos sa usapin ng peace talks at pagkilala sa rebolusyong nangyayari sa ating bansa.

PALIBHASA, ANG AMA NIYANG DIKTADOR AT MAMAMATAY-TAO ANG ISA SA MGA NAGTULAK SA MGA MAMAMAYAN UPANG HUMAWAK NG ARMAS AT DEPENSAHAN ANG MASANG API. https://t.co/imsByDEyqg",Negative,Hate
"ang mali kasi sa inyo iniisip niyo na porque si leni iboboto namen na dilawan na kami lahat, no we’re not WE ARE PRO PEOPLE hindi namin sinasanta si leni robredo tandaan niyo yan #halalanspace",Negative,Hate
"Got dammit, one thing I hope I don't see is my country's name making the headlines in International News

What are the headlines? ""PH Election month, one of the candidates is Bongbong Marcos the son of Ferdinand Marcos the Dictator of Dekada 70s"" as what news outlets keep saying",Negative,Hate
"@ANCALERTS @IskoMoreno @lenirobredo @_katrinadomingo how can u put up with this shit talker Ma'am @GutocSamira? isa sya sa tumatawa at tinatawag n nainidoro kayo.ang mga tinatawag nyang yellowtards ay mga pilipino na sawa na sa dictadurya,sa paghihirap, sa pangaapi. Leni Robredo runs for us Filipinos. not ths TRAPO that u run with",Negative,Hate
"sure, hindi nyo kayang pabagsakin ang isang VP Leni Robredo. Magsama sama pa ang UNITHIEVES sa paggawa ng kwento patuloy na lalabas ung totoo. Kung ako sa inyo bigyan nyo ng utak at puso si Dayunyor. Wag puro pavictim at paninira. Babalik lahat ng yan sa inyo.",Negative,Hate
"Habang nagtatanghalian nanunuod ako ng tiktok tapos narinig nila pangalan ni Leni. 
Lolo 1: Ah, mahina yan si Leni di yan mananalo.
Lolo 2: Basta ako Marcos, Bongbong. 
Ako na Bakla: Ako Pink, Leni Robredo. Hindi mag nanakaw, at never magnanakaw. 🎀😚
Lolo 1 &amp; 2: 👁👄👁",Negative,Hate
"@sosyolohija MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate
why pink? i see it everywhere — elections soon :') frontrunner is the son of a dictator who kiIIed &amp; tortured thousands of filipinos. his campaign is fueled by disinformation &amp; they've stolen 203B from us. our best bet is leni robredo (represented by pink) https://t.co/cZ9Zb3NHsp,Negative,Hate
Class ABC ang nagpanalo kay tanda. Sana naman tayo din ang magpapanalo kay Leni Robredo sa #Halalan2022 #LabanLeni2022,Negative,Hate
"The empty podium at what should have been a chance for Bongbong Marcos to showcase his ideas and plans is the defining image of Baby M’s leadership. 

#CNNPHPresidentialDebate",Negative,Hate
"Kaya siguro hinahanap ni luchi cruz si Bongbong Marcos para makakuha ng ganung karaming viewers yung debate show nila.

51k versus less than 10k. 😁

-ctto https://t.co/mFKGuVaYy6",Negative,Hate
Talaga ba Jam Magno? Kaya pala idol mo din si Leni Robredo 🤮🤡 komedyaaaaaaa hahahaa #LabanLeni2022 #LeniforPresident2022 #LetLeniLead2022 https://t.co/hBYrwAWHSL,Negative,Hate
"@JackDnlCarlos Leni nyo tropa ni Joma Sison, bayad pa ni Butch Robredo, wala pang drug test result, kabit pa ni Bolet Banal.",Negative,Hate
Oh Blengblong ILABAS MO RAW! https://t.co/5FNi1gjzdw,Negative,Hate
"Usually the more we research Leni Robredo it turns out that she is the worst Vice President of the Philippines..
#KayLeniTalo 
#KayLeniPatayTayo https://t.co/OWBcS6q7KF",Negative,Hate
i pray for my fellow filipinos to find that leni robredo is the president and that the country may no longer need to look towards those with corrupt mindsets for governance. #LetLeniLead,Negative,Hate
@BeRNaRdlovesU @iampinglacson Kaya nga eh. Tapos di pa rin si Ping Lacson ang first choice nila,Negative,Hate
"Hay grabe ka ISKO MORENO DOMAGOSO,
Wag na wag mong ilalabas ang ugaling #ISKOwater

Walang ginagawa sayo si Leni",Negative,Hate
"@jseongfield @imwinwin01 So ganyan ka nalang? Kontra sa sasabihin ni BBM kase wala yung amo ng mga Kakambing? Can u imagine what will leni robredo answer that question, halatang di kayang sagutin😆🤭✌",Negative,Hate
Ang reason daw kung bakit hindi si VP Leni ang inendorse dahil nakasaad daw sa Bible na dapat lalaki ang mamuno. Then why not consider Ping Lacson? 🤔 Mas qualified pa siya kesa kay Marcos. 😮‍💨,Negative,Hate
"Sorry sa mga religious LBM supporters, favourite ako ni Lord. Kaya magiging President si Leni Robredo 😌",Negative,Hate
"ping lacson diba red tagger ka, interesado ako sa sasabihin mo lmao #PiliPinasDebates2022",Negative,Hate
@meluvtaeuwu BBM stands for Bongbong Marcos. He’s the son of the late dictator in the Philippines and is currently running for President here,Negative,Hate
Lowest of the low: Rappler allowing Lorenzo to condemn &amp; disown Loren through an op-ed. This is the effect of Yellow indoctrination &amp; a campaign founded mostly on hate. I am #ABL because people divide &amp; destroy families in the name of a mediocre candidate called Leni Robredo.,Negative,Hate
"@eicvsfascism They even bullied Leni Robredo for how many years. I, myself, nabubully din as kakampink, even my 8yo daughter nabubully sa skul dahil sa pagsusuot ng pink!",Negative,Hate
"@hitmanrivo Si Leni ay nanalo sa Election protest and thanks kay Leonen and Caquioa, both Noynoy appointess, but malinis, WEH!

https://t.co/67lsSiA7dn

https://t.co/Zd40ms9sfd

At madumi pa ang balak na pinag-wiwidraw yung mga kalaban.

https://t.co/EymxkrUpYB",Negative,Hate
Nakucute-tan talaga ako kay Ping Lacson. As in pwede ko siyang maging crush kung hindi lang siya TRAPO 😍😍😍,Negative,Hate
We were just talking about your leni robredo and i didn't said anything i even compliment her but when i said to you na bbm ako u PULLED THE FUCKING MAGNANAKAW CARD  no offense but leni is educated kakampinks lang ang hindi loveyah!!,Negative,Hate
Hirosii's argument screams misogyny not valid information. The thing here is that you can not defend Bongbong Marcos without blabbering unethical arguments lol.,Negative,Hate
"lacson? eh takot at tahimik yan nung termino ni duturtle 🤣

si MADAM PRESIDENT LENI ROBREDO nakipagbardagulan kay duturtle ng walang takot

#AngatBuhayLahat
#LetLeniLead2022 #LeniKikoAllTheWay https://t.co/980D4yTEny",Negative,Hate
@AbdelazizJul AY GAGO PING LACSON DIAY GAGO KA 😭,Negative,Hate
@pusanggala007 Hahahahahahaha boba Leni Lugaw Robredo Lutang Fake VP✌️👊🇵🇭,Negative,Hate
"My vote for Bongbong Marcos on May 9, 2022 is also my protest vote against the woman who cheated him towards vice-presidency last 2016. #7Marcos #17thPresidentMarcos",Negative,Hate
@Lewiiinn @_Chdwynhrmn TANGA TALAGA ITONG DDS JAM MAGNO NA ITO..2016 DILAWAN LENI ROBREDO WON..noon pa man naipanalo na ni @lenirobredo ang pagiging dilawan nya...itong mga ddshit na ito dapat mapalitan utak nilang mapurol.,Negative,Hate
"@elmer444love @rowena_guanzon @P3PWD_PL As a Democratic nation, we should preach for equality and anti-discrimination to all religions within the country. Leni Robredo is just a bad egg for a democratic nation because there are rumors and info that she is connected to the NPA because of her connection with De Lima.",Negative,Hate
"The dictator’s son was given ample opportunity to prove his accusations of deception. He proved nothing.

15-0; Vice President Leni Robredo legitimately won.#LeniKiko2022 https://t.co/WWaJJeeQ7y",Negative,Hate
It’s just stupid bringing on in on that money stolen by Marcos! Well that was Ferdinand not Bongbong? And are this nagmamalinis people are true and honest themselves? I just hope BBM will win,Negative,Hate
"VICTIMS OF MARTIAL LAW - MISMONG MARCOSES MAY KASALANAN

SAF44 - KASALANAN NI LENI ROBREDO

MINDSET BA MINDSET??

#KpopstansinREDandGREEN",Negative,Hate
"Leni Robredo, puppet or plotter? https://t.co/fjko0iSJIp",Negative,Hate
"@War_Takes Some thin parallels, but apparently Ferdinand &amp; Imelda Marcos's son has successfully rewritten history using social media brain worms to cast the dictatorship as a golden era and may be elected president soon.
https://t.co/deKAULe2Ux",Negative,Hate
"Ayuda para sa lahat ni Aling Leni Robredo
A)
1. Lugaw na walang kahit isang itlog.
2. Isang platong anemic na Spaghetti.
3. Chicharon na walang kasamang kahit suka.
4. Sampong pirasong Nipa para sa aso ninyo https://t.co/s1wks5IM9h",Negative,Hate
"Taas ng standard mo sa pulitiko LENI ROBREDO BOBO NA NGA TANGA PA.

Pwe.🤮🤮🤮 https://t.co/NsJ4PlLJnD https://t.co/A1UsxCWiC9",Negative,Hate
This year's debates did an awful lot to rehab the images of HR violators into capable presidentiables. Norberto Gonzales' geriatric look does so well to hide his butcher past lol https://t.co/yZfh9EKUlr,Negative,Hate
"@raysonable Fellow kakampink, parang di ka naman yata INC. Hahanapan tayo ng resibo nyan. May mga Xmas tweets ka. Malalaswa pa mga ibang posts mo sa timeline mo. May nakahubad, may mga tamod pa. Disente ang mga kakampinks. Ayusin mo, wag tayong magsinungaling. Ayaw ni Leni Robredo yan.",Negative,Hate
so interesting #vice A Dictator’s Son Faked His Family History. Now He Could Win the Presidency.https://t.co/KxSKJVzwKh https://t.co/Yeexja6Y5U,Negative,Hate
bongbong marcos di ka naman si batman pero bakit di ka makita sa debates maliban sa smni na biased,Negative,Hate
daughters of LENI ROBREDO SUPPORTS BBM/SARAH after realizing  their MOM is really STUPID! https://t.co/sUxdoSp3ol,Negative,Hate
"Siniraan ni Leni Robredo ang Pilipinas for the last six years and now, she wants to be rewarded with the presidency? Ang kapal naman ng mukha.",Negative,Hate
"#Philippines presidential race frontrunner &amp; the late dictator's only son Ferdinand ""Bongbong"" Marcos Jr is running under the rhetoric of uniting Filipinos, mirroring his father's mannerisms, campaign jingle and even his father's campaign slogan of making the nation great again https://t.co/udiz3RiWRH",Negative,Hate
"We have to vote wisely choose PING LACSON. Alisin ang dapat alisin sa gobyerno mga magnanakaw ng kaban ng bayan.
#ChoosePing
#5PresidentePingLacson
#LacsonMostQualifiedPresident
#PiliPinasDebates2022 https://t.co/nMyzySfjvm",Negative,Hate
@EDENAGU43721338 Philippines don't deserve Leni Robredo. Periodt.,Negative,Hate
hindi bobo ang pagsuporta kay leni robredo.,Negative,Hate
"Madali lang naman talagang pumili kung hindi Marcos si Bongbong at hindi na-associate si VP Leni sa mga Aquinos. Kung normal citizen lang sila, malamang sa malamang walang pipili kay Bongbong unless ang reason eh nepotism :)) https://t.co/MnmyQtLkak",Negative,Hate
VP Leni Robredo's closing remarks was inarguably powerful. It echoes hope to the Filipino people snubbed tonight by the son of the late dictator!,Negative,Hate
@gundaya_dalagon @zzzxxx074abcdef Lol! Walang kwenta yang pagmamagaling nyo. Ano ang ginawa nyo for 6 years? Di ba bullying din? Ngayon sasabihin nyo tinuturuan ni joma sison si leni robredo?,Negative,Hate
@onofight @Jpril0411 @Charley_den @mal_326 @KimIndar @iampinglacson bakit mo kailangan ipaliwanag.e obvious nmn na ang galing ni VP Leni ay d kayang tapatan ni utal at sabog sobra pa sa lutang na si Bongbong Marcos.,Negative,Hate
@rapplerdotcom @piaranada Yellow is a color of AQUINO's favorite ni Cory yun di naman Aquino si ROBREDO and as far as i remember VP LENI ROBREDO tried to talk with you and Pacquiao kaso Mayabang ka si Pacquiao naman ma Pride dahil ayaw niyo tumakbo siya  now WALA BA SIYANG KARAPATAN TUMAKBO ?,Negative,Hate
intl news reporting about bongbong marcos leading the elections is sooooo facking embarrassing cuz why would u elect a dictator's son who let the country plummet into poverty after they stole billions and abused power for 20 years gah damnnnn,Negative,Hate
"Since I live in a BBM household, I am aware that my support for Leni Robredo as President will stir up some nasty conversations. However, I would rather have some nasty conversations than living in a nasty country. #LeniRobredo #LeniKiko2022 #IpanloNa10To",Negative,Hate
@News5PH ANG KARAKAS NIYONG MGA DILAWAN DAHIL BATA PA LANG AKO AY GANYAN NA ANG TRADISYON NIYO! BASTA HALALAN SEASON ANG MGA DILAWAN AY NAGPAPASOPAS AT LUGAW NA MAGPAHANGGANG NGAUN AY DALA NI LENI ROBREDO.PERO KAPAG NAUPO NA https://t.co/0pDotgmDBQ ISA MAN SA KANILA AY HINDI NA MALAPITAN.,Negative,Hate
Pinks would really disrespect anything against Leni Robredo's candidacy without hesitating because the candidate is the number one role model of the pinks.,Negative,Hate
"If you feel disgusted of some toxic Leni  supporters, please don't mind them. Sino po ulit ang kandidatong magbibigay ng Liwanag sa Dilim? Sino po ba ang nakasulat sa balota? Di ba po si Leni Robredo? Huwag na pong mag-alinlangan. #Ipana7oNa10ParaSaLahat #Ipana10NatinParaSaLahat",Negative,Hate
"Ganyan ka naman Isko e.  Pag napakinabangan mo na e tataluhin mo rin! Ganyan ka na talaga at ganyan talaga ugali mo sa pagiging ambisyoso mo!

Isko Moreno kay Leni Robredo: ""Eh you yourself hindi mo nga ma-unify sarili mo"" https://t.co/I8NlWYjTmY",Negative,Hate
"Gusto nyo ba makita gaano ka-gago ng endorsement nyo? Eto oh.  Tangina, plunderers, convicts, not even fucking eligible people. Tapos susundin ko desisyon nyo????

Source: https://t.co/b0u8UjU1Ki https://t.co/i7yitRTH7R",Negative,Hate
"@CNN
 @cnni
 @BBCWorld
 @USATODAY
 @newyorkpost
@Iam_Baneng 
 Sorry please excuse my words but Presidential Candidate LENI ROBREDO is  Dumb Clueless . An interview could not give the right answers eg: How do you call Saudi Arabian currency and How many Islands in the Philippines. https://t.co/LDcJySqSbT",Negative,Hate
"At ang false churvey nila hanggang april 21 lang.😂 Hindi kasama ang mga endorsements ng mga bigating celebrities, mga nag shift from ibang camps to Leni Robredo's camp. By God's Grace, bicolana na ang susunod na Pangulo!🙏🌸💖",Negative,Hate
Wtf ako ata unang makakareview ng Ping Lacson movie sa Letterboxd,Negative,Hate
"@AltStarMagic ano daw? it’s the usual bongbong marcos - false starts, circuitous, repeats what he says and incoherent.",Negative,Hate
"@alvenlmontero Inumpisahan na ng magigiting na ofw...(7)bongbong marcos ,will win",Negative,Hate
"@smjyuns laging absent ano yan hahahaha tatakbo kang presidente kaso lagi namang absent, stop making excuses bongbong marcos://",Negative,Hate
"manny pacquiao - walang corrupt
isko moreno - walang first choice
leni robredo - walang ginawang tama
#LetLeniLeaveTheEarth",Negative,Hate
my sisters be voting bbm kasi kinalakihan na kuno ni bbm ang politica. tas di daw sila ni leni kay asawa ra daw ni jesse robredo mao ni sikat hahahahahahahaha magpaampon kog di dds ug marcos apologist,Negative,Hate
"Tandaan nyo:

Basta BONG, mandarambong!

Bong Revilla
Bong Go

Yung isa times two:

Bongbong Marcos

Kaya galingan nyo pag pili!",Negative,Hate
@tropicalhorrors norberto gonzales or bleng blong? it's a tie for me,Negative,Hate
"This. Exactly. Stop being inconsistent and fake Isko Moreno Domagoso.

https://t.co/fccrp0pmg6",Negative,Hate
"P100Bn Pandemic Stimulus Fund for MSMEs in first 100 days.  - Madam President Leni Robredo

Kalahati ng P205Bn UNPAID ESTATE TAX ng pamilyang Marcos.

#KayLeniNaTayo 
#LeniKiko2022  
#LeniKikoAllTheWay 
#KikoAngManokKo 
#DapatSiLeni 
#PasigIsPink 
#PasigLaban SaTropa https://t.co/h6p7XUT5Md",Negative,Hate
"Protektahan Ang mga oligarko. Iboto si Leni Robredo 🙏 kailangang manatiling mahirap Ang bansa spagkat kapag wla nang taong mahirap, wla nang mauuto at makakain ang mga komunistang NPA na nasa kongreso. Kaya ating iboto si Leni Robredo 🥰 https://t.co/3HYyR2R6Oz",Negative,Hate
@Cocowiseoutsold @ITSYABOISATANAS May mali talaga sis kahit saang banda mo isipin tapos halos lahat ng mga LENI ROBREDO supporters on prep. Meaning with HIV.,Negative,Hate
"Ang Loser sign na pinauso ni Leni Robredo at ng mga taga-suporta niyang pinklawan.
#losersign
#LeniLoser https://t.co/n8Vf9hqcoL",Negative,Hate
ang sources bongbong marcos website tsaka sa YouTube channel kuya evo naman eh #ashsgs,Negative,Hate
"@alexabernardog After Duterte, EJK, Covid, Duque. Lord sana iregalo niyo na po ang pagkapanalo ni Mam VP Leni Robredo at kung pwede humirit, pati na rin si Sen Kiko for bise pangulo. 
First time voting for Leni. Duterte ako last election. OMG the trauma and budol is real 😭",Negative,Hate
@smninews Mahirap makipag usap sa walang alam kahit ulit ulitin ang tanong. Ping Lacson will not get a good answer from Leni.,Negative,Hate
Wow nakakasuka nmaan yung commercial ni Bongbong Marcos. Dinadaan sa malumanay na boses tas kuwnare kahit sino daw iboto. Lols fake niyo po ser,Negative,Hate
"wow naman ""Senator"" and ""Economist"" BongBong Marcos. Pati titles pinepeke na sa debate ngayon. lolz",Negative,Hate
@ABSCBNNews @FrancisFaulve Bongbong Marcos would rather appear snacking with the Governors (who couldn't even make him win) than be seen struggling to win via a Presidential debate. 🌸,Negative,Hate
Norberto Gonzales chillin like a villain lang. 😂,Negative,Hate
"Ano tong sinasabe ni Robin Padilla na wag hayaan madaya ule si BBM na magnanakaw, na sinungaleng, na walang ambag? NATALO SI BONGBONG MARCOS, HINDE SYA DINAYA. ULUL",Negative,Hate
"@PhilstarNews The bitch is a user and a liar! Leni Robredo attended as many CSR activities as she can and claim credit for them. Even if Robredo's attendance was only for photo op, she refer to the organizers of said activities as her  “partners” to promote her imaginary anti-poverty program.",Negative,Hate
"@gangbadoy @bamaquino Gang, dear, let me remind you of ocho derecho. And also make you realize Bam did not help at all dahil talo si Leni Robredo. Pangit ang strategy, poor pa ang product. Reality bites kayo sa Mayo 9.",Negative,Hate
WOW! Self declared na maging Nanay ng Pilipinas? Akala siguro ni Leni eh si PRRD ang nagdeklarang tawagin siyan Tatay Digong. Mali ka Leni Robredo..ANG PILIPINO ANG NAGBIGAY KAY PRRD NG TITLE NA “Tatay Digong” https://t.co/Bc5wa4UMqO,Negative,Hate
"Why bongbong marcos ang Presidente ko kasi di sya duwag kagaya ni lenlen  #LENIDUWAG
#LENIDUWAG 
#LENIDUWAG",Negative,Hate
"“Marcos Jr. received INC’s bloc vote as VP in 2016 but lost to Leni Robredo.”

-LOL! Di na kayo makakaulit gamit ang pink magic! PinkAngInaNyo! 😝
#KayLeniTalo #KayLeniPatayTayo https://t.co/EvVOg40ec3",Negative,Hate
"sir, hindi mo pwede eexclude si Bongbong sa usapang Martial Law kasi he takes PRIDE in being a Marcos DESPITE ALL THE ATROCITIES THAT HAPPENED DURING HIS FATHER’S REIGN  #ashsgs",Negative,Hate
@amanditulo @aubsolutelygood @gerald_santos_ @rowena_guanzon @COMELEC @lenirobredo @bongbongmarcos Bongbong Marcos is just playing safe. Yikes. Not attending debates may result to his downfall. Akala niya sure win na siya? Lol.,Negative,Hate
"@RonreiJavier @ImaSassy03 @BlackPlutonian @mamitasen @Jimmy93171751 @The_Will_To_Be I bet sarado ang isip mo .  We had golden years noong panahon ni Marcos . Hindi kilala si Leni Robredo , at reputation nya sirang sira. Alam ng mga Foreign countries kung gaano ka tanga si Leni .  Malinaw na sa lahat na walang kasalan ang mga Marcos noon . Kagagawan ng mga Aquino https://t.co/8o8bZx8Djo",Negative,Hate
Mas may tiwala sila kay VP Leni kesa kay narcos sksksks https://t.co/3xgd6mEgKp,Negative,Hate
@pads_nosi Sana all sa nangulimbat nanunumbat kasi ano naman binibigay namin sa offering compared to Bongbong Marcos family's billions of unpaid estate tax.🌸,Negative,Hate
"Icompare nyo mga grand rallies ng uniteam at kakampink..lht ng uniteam puro plataporma ang speech..ung mga kakampink puro paninira sa uniteam..talunan moves
ANG SUSUNOD NA PRESIDENTE NG REPUBLIKA ""BONGBONG"" MARCOS JR. MAY NANALO NA!!!!!
BELAT KAKAMPINK!🤣🤣🤣❤️💚👊🏻
#BBMSARA2022",Negative,Hate
"@Grizzietot Ganun kayo ka talino at kababoy sa mga Sarili ninyo
Mga supporter ni Leni Robredo
Totoong Mga Hubot Hubad sa
Kalaswaan..?",Negative,Hate
Huwag po natin iboto si Leni Robredo... Salot ng bayan... https://t.co/iUzFMPAyob,Negative,Hate
"to all Filipinos, please just fucking please vote wisely and DO NOT WASTE  Leni Robredo and Kiko Pangilinan. Don't ever try bragging them with your downfall. Know the ones who is true and ready.",Negative,Hate
"No, Bongbong Marcos is neither shining nor holding his own against the panelists, he's eating his words, acting confused, putting in a good word every now and then but he is generally sounding like a clinking clanking collection of collagenous junk.

#SMNIpresidentialdebate",Negative,Hate
"Si Leni Robredo kanina tinanong tungkol sa usapan nila, ang sabi lang niya ay ayaw niyang i-disclose kasi may respeto siya sa'yo pagkatapos ay babatuhin mo ng putik si Madam eh ikaw na nga ang pinoprotektahan niya dahil sa baluktot mong mga paniniwala. Naku, Duterte Jr. https://t.co/w2pHSWEZEB",Negative,Hate
i am sorry but the presidentiables in this debate are all acting like zombies. everyone’s target should be bongbong marcos. they should all gang up on him. marcos is the dominant leader in the surveys. none of them in this debate will win unless they bring down marcos.,Negative,Hate
