Tweet Content,Sentiment,Label
"WAG NIYO KAMING IDAMAY SA MALING DESISYON NINYO SA BUHAY. PUMILI NG TAONG MAY PRINSIPYO AT PLANO, IBOTO LENI ROBREDO! #MakatiIsPink",Negative,Hate
"@_jmterrado MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate
"#halalanspace 

bongbong marcos has been in public service for more than 2 decades but only made 4 laws ??? and you are satisfied with that ???",Negative,Hate
"@Richeydarian Mas okay pa sina Ernie Abella and Ka Leody , kesa kay INA at MONEY. 😅🤣😂",Negative,Hate
"Bulag pinks really be like: 
Valedictorian: Leni Robredo

Valedictorian niyo cheater? Ginagaya niya lang po mga sagot ni Ping Lacson. Saang parte ng panggagaya niya ang hindi niyo nakita, saan?? Jusko.

#PiliPinasDebates2022",Negative,Hate
mga pangit ang ugali for leni robredo shuta panget na nga ugali ko iluluklok ko pa ba yung pangit din ang ugali syempre hindi sana kayo rin or else mas pangit kayo at ang ugali niyo,Negative,Hate
"@kxops101 @inquirerdotnet Do you believe na mawala ni Leni ang kahirapan sa bansa? si Kiko isang dekada nang Senator, nawala ba nya kahirapan sa bansa? wala namang nagawa yan? si Leni Robredo? nakakita ka na ba nang babaeng tanga?",Negative,Hate
"After mag endorse ng INC kina BBM Sara, ang Net25 na related sa kanilang religion ay naglalabas ng balita laban kay VP Leni Robredo at supporters nito bilang parte ng kanilang black propaganda. Charot! https://t.co/IfPzgKpF0r",Negative,Hate
ngayon lang daw naging issue ang WPS dispute WAHAHAHAHAHAHA ‘YAN ANG MANIPESTASYON NG MGA BERDUGONG BURUKRATA KAPITALISTA TULAD NI BONGBONG MARCOS,Negative,Hate
Norberto Gonzales strikes me as an escapee from an asylum hiding in plain sight as a Presidential candidate.,Negative,Hate
Diba nakakahiya ka DDS UK 🇸🇽👊👊🇬🇧 https://t.co/PNRNQjtQdM,Negative,Hate
"Leni Robredo at Kiko Pangilinan Tandem!👎👎

Independent daw si Leni pero yung katandem galing sa Liberal Party.

#LeniLugaw
#BaBaengMangmang
Ctto. https://t.co/eKyvmVnoQh",Negative,Hate
"THE HEAVIEST BURDEN that’s dragging down Bongbong Marcos’s march to Malacañang is the truth. The glorious truth that no matter where you look; personally, academically, professionally, politically, and morally, Marcos Jr. is no match to Leni Robredo. https://t.co/2bQqXOS45B",Negative,Hate
Jose Montemayor Jr or Jabba the F**k?? https://t.co/OJvtBvI6Gv,Negative,Hate
@rapplerdotcom @jnery_newsstand Gaano ba kaliit ang tingin sa aming mamayang Pilipino ni BongBong Marcos at Sara Duterte para hindi pag-presentahan ng plataporma o serbisyong ihahandog sa bayan?,Negative,Hate
"The audacity of you to even ask why we didn’t support VP Leni Robredo. Why would we support someone whose followers doesn’t have any respect to our Church? Really, toxicity at its finest https://t.co/j71yEJahL4",Negative,Hate
"BBMSARA for UNITY daw

pero nung cleaner of the day ka sa school
tumakas ka nung uwian na.

anu magging ambag mo sa unity nya at anong klaseng unity ba un? sabay sabay magtatanim ng palay?

PRESIDENT LENI ROBREDO
#MakatiIsPink 
PAPA P
makati",Negative,Hate
"Presidential candidate Dr. Jose Montemayor Jr. slammed his opponents, particularly labor leader Leody de Guzman, over their reasons for running for president.

De Guzman chided Montemayor over what he called as the doctor’s “pro-capitalist” stance. | @seanrafio https://t.co/qHhp6MCv06",Negative,Hate
@WeLurvYah the nerve to compare the ACCOMPLISHED children of Leni Robredo to a spoiled Sandro. 🙄,Negative,Hate
"Dubbed by many as a ""Manchurian Candidate"", Ferdinand ""Bongbong"" Marcos Jr. still faces arrest in the United States ""defying a court order to pay US$353 million to human-rights victims""

#US #Philippines #Taiwan #IndoPacific #OSINT #China #LetLeniLead #LetLeniKikoLead #KakamPINK",Negative,Hate
@ROBSPAIN3 @theadtan @bongbongmarcos No to Bobo ! No to Leni Robredo!!!,Negative,Hate
Lakas netong Ping Lacson movie na maging anti-corruption tapos pro-Erap naman 💀💀💀💀,Negative,Hate
@jairojourno @rapplerdotcom Ang lakas ng loob niya sabihan si BBM na sinungaling kahit si Leni Robredo naman ang tunay na sinungaling . Ipinapasa niya sa ibang tao ang mga negatibong bagay na siya naman mismo ang gumawa at gumagawa .,Negative,Hate
"Si Leni Robredo ay tinaguriang 'Lugaw Queen"". Sabi pa nga ng iba, kaya daw pala mahilig siya sa ganito kasi utak 'lugaw' rin! 😂🤣
#LeniLugaw
#LeniLutang https://t.co/SWJgtLccpl",Negative,Hate
"lmao still can't understand how people can support someone like bongbong marcos?????? he should be out of the options nga eh. he has so many freaking issues &amp; benefited from the atrocities of his father yet you're still supporting this mf? 

#ashsgs",Negative,Hate
pero bakit po ang daming foreign investors ang magwiwithdraw if bongbong marcos wins?,Negative,Hate
President Leni Robredo&lt;&lt; yung feeling na hanggang sa twitter nyo lng tlg pinaparamdam kay Leni na panalo sya. Kc ang realidad nsa May 9 ang totoong desisyon. Mraming toxic na kakampink mgiiyakan sa May 9. 🤭,Negative,Hate
"Natatalo si madam Leni Robredo,tandaan ninyo #NoToLeniKiko2022 #NoToKakampink https://t.co/sCSa47j6wC",Negative,Hate
"@jorge_stohner @Sylviapalomare5 US esp the democrats are now crying because their puppet candidate Leni Robredo, Pacquiao and Moreno are not going to win!!!!!!!!!",Negative,Hate
"Isko Moreno
Nacionalista(2006-2010) UNA(2010-2014)
PMP (2014-2016)
NUP (2016-2021)
Aksyon Demokratiko (2021-Present)

Leni Robredo
Liberal Party (2013-Present)

Sampalin kita u like? https://t.co/8wMtRz3KdC",Negative,Hate
Bakit pwede ba tumakbo ang nahimlay? No disrespect but I love Raul Roco and MDS. Such a shame that LENI ROBREDO supporters will stoop this low. https://t.co/K6PSwXN3m4,Negative,Hate
the way faisal mangondato is being ridiculed rn shows how discrimination against ppl who doesn't use tagalog predominantly is rampant in ph,Negative,Hate
"@gladysmarianne MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate
TANGINA SABI NA E DUN SA BONGBONG MARCOS DAT COM GALING YUNG MGA ANO NYA HAJDUABDUABUDBAIS,Negative,Hate
"It's sickening to go home surrounded with Marcos apologists. 

Sasabihan ako ng ""Bata ka pa..."" and constantly mocking Leni Robredo as ""Leni lugaw"" ""Walang alam""

ANO HINDI AKO SASAGOT?? OVER MY DEAD ASS BODY!

""Bata ako pero di ako tanga bumoto!""",Negative,Hate
"#BBMLoser kasi di kaya mag-debate, di kaya mag-show up at lalong-lalo na di kaya mag-man up kasi nga WEAK. Kaya naman #KayLeniNaTayo kasi she is the best one for the job! Kay Pres. Leni Robredo #AngatBuhayLahat.",Negative,Hate
@akimarii_ idk much about this bc I live in the states but praying that leni robredo wins bc this world does not need another shitty president 😭🙏🏾,Negative,Hate
"The son of dictator Ferdinand Marcos is leading the polls to become the next president of the Philippines—thanks in part to misinformation spreading on TikTok  https://t.co/Arn1NhWdpt
h/t @kellyruthk for flagging this fascinating read",Negative,Hate
"Good answer from Ping Lacson pero he answered it as if he is running for a seat in the legislative dept, i want to hear an answer as if he is the president (executive dept) #PilipinasDebates2022",Negative,Hate
"Ako ra usa nag check sa mga Pcos machine ganina sa pila ka room, as a Official watcher and na assign to distribute ID's sa uban watchers ni BongBong Marcos and Teampagbabago Partido Federal Ng Pilipinas G na G kayko. Naa nag ask mga teacher ug uban watcher ug pilay bayad nako.",Negative,Hate
"@rowena_guanzon @P3PWD_PL SANA SA PAGKA PANALO NILA BONGBONG MARCOS AT SARA DUTERTE, AT ANG BUONG UNITEAM SENATORS! SANA YUNG MGA MAREREKLAMO SA GOBYERNO NA AYAW MAKIISA SA PANAWAGAN NG PAGKAKAISA AY MAGSI ALIS NA LANG HO NG BANSA! MAS MAKAKATULONG PA HO KAYO SA BAYAN KAPAG KA GANUN 🤔",Negative,Hate
"tangina mo pinlac kakilabot ng example sentence mo amputa ""i think bongbong marcos will win the election"" I THINK ORAS NA PARA MAG SHUT UP AT RESEARCH KA MUNA!??!?",Negative,Hate
Summary of Leni Robredo's Platform: Bawal ang Marcos https://t.co/aCfA0tNQlg,Negative,Hate
"Norberto Gonzales is such a revelation. A revelation that despite his years of experience, he clearly knows nothing.",Negative,Hate
"Magnanakw talaga ang mga Marcos na si Ferdinand, Imelda, Bongbong, Imee at Irene. Nasa kanila ang mana ng nakaw na yaman ng magulang!

https://t.co/VodLu9xnjp",Negative,Hate
"@RonreiJavier @ImaSassy03 @BlackPlutonian @mamitasen @Jimmy93171751 @The_Will_To_Be I bet sarado ang isip mo .  We had golden years noong panahon ni Marcos . Hindi kilala si Leni Robredo , at reputation nya sirang sira. Alam ng mga Foreign countries kung gaano ka tanga si Leni .  Malinaw na sa lahat na walang kasalan ang mga Marcos noon . Kagagawan ng mga Aquino https://t.co/8o8bZx8Djo",Negative,Hate
"@prinsesachinita ibiboto sana namin kaso nalaman namin na siya pala ang worst VP ng bansang Pilipinas.. at lumabas sa ABS CBN network mo na 393M+ reactions, comments sa FB mula 2016 na puro negative.. paano pagkakatiwalaan? search mo sa google kung bobo ba si leni robredo malalaman mo sagot. dali",Negative,Hate
"namatay sa gutom noong panahon ng pamamalakad ni fem, at lahat ng pangaabuso sa human rights na kailan man ay hindi makatao... si bongbong marcos ay nag-benefit sa mga ninakaw nila sa kaban ng bayan",Negative,Hate
"Go Bongbong Marcos, give us nothing! https://t.co/satwBgXhW0",Negative,Hate
@totoyfrqnz Ex ba sya ni bongbong?bat ang bitter nya kay pag kay marcos?,Negative,Hate
"abangan nyo baka
maging special guest
si Satanas sa Makati bukas
to endorse PRESIDENT LENI ROBREDO
to much HELL na daw kasi if si BBM pa manalo.

#NagaIsPink",Negative,Hate
"Hoy Isko kausap mo ata sarili mo? My God. Paano pa kaming 110 million Pilipinos?

Isko Moreno
Nacionalista(2006-2010)
UNA(2010-2014)
PMP (2014-2016)
NUP (2016-2021) 
Aksyon Demokratiko (2021-Present)

Leni Robredo
Liberal Party (2013-Present) https://t.co/rlJbDeWbqj",Negative,Hate
"huwag niyong i-insist na si Ping Lacson ang best alternative kay VP Leni nang dahil lang sa military man siya jusq kahit anong ayos niyan sa militar at pulisya, bulok pa rin yan at alalahanin niyong author ng ATL yan na dahilan kung bakit may mga kasama kaming wala na ngayon 🙂",Negative,Hate
"OMG wag niyong sabihin bias na naman, International news na yan ha.
Ako yung nahiya sa mga BabyM, walang magandang record talaga. 

President Leni Robredo
Vice President Kiko Pangilinan https://t.co/pGbopTAn2t",Negative,Hate
"""hindi ata nila getss ang bardagulan. may filipino subject ba kayo?"" gago kayo nag-aral ba kayo ng araling panlipunan subject niyo? gago hindi niyo ba inaral kung paano namuno si bongbong marcos dito sa bansang 'to?",Negative,Hate
"Days before D-day, Marcos Jr plants a big lie through a viral ad, implying that his votes were stolen when he lost to Leni Robredo in 2016. 

We try to nip it in the bud with our latest Tiktok. Share to your friends and relatives. 

With @jodeszgavilan and @lianbuan. #PHVote https://t.co/N2syGPie2z",Negative,Hate
"@KABATAAN15 Correction dear. Ping Lacson and his running mate Tito Sotto are also supporting CPP-NPA-NDF too tulad nila Robredo, Pacquiao at Moreno kasi gusto nilang magkipag-peace talks sa mga kalaban ng taumbayan which sinagot ni Lacson sa The Jessica Soho Presidential Interviews.",Negative,Hate
@Pepsicollagen Just as I thought humihingi si Bongbong Marcos ng advance copy ng questions sa debate/ forum. It is either mahina sya at mabagal mag isip o pipiliin niya mga questions na sasagutjn niya. Ang tawag diyan selective thinking. Hindi kya ng utak niya mga tanong na mahihirap.,Negative,Hate
i am sorry but the presidentiables in this debate are all acting like zombies. everyone’s target should be bongbong marcos. they should all gang up on him. marcos is the dominant leader in the surveys. none of them in this debate will win unless they bring down marcos.,Negative,Hate
"@averysadpoet @I_kibot @maracepeda Oo Ayan Ang turo sa Inyo Ni Leni Robredo,Ultimo pamilya mo kamuhian mo dhil lng sa ito'y Marcos Apologist. Where in fact,parehas kayong SALOT Marcos at Aquino. Kayo mga kakampwet at AQUINO APOLOGIST. Mga mamamatay magsasaka.mga Demonyo.dba uso sa inyo cancel culture 🤢🤮🥴#loren",Negative,Hate
@riridooly @pldt Aaaw! Pero dapat i-hype yung greetings ni VP Leni Robredo sa #BinJin. It's from the Vice President of the Philippines lang naman!,Negative,Hate
"‼️EXPOSE THREAD‼️
MAKE THIS VIRAL !!!

🏷️ kakampink leni leni robredo pink uniteam bbm bongbong marcos apologist rosas",Negative,Hate
"While Leni is controlled by the communist rebels and terrorists, Bongbong Marcos and Inday Sara are both championed by no less than the defenders of the State, the military and the police. 🇵🇭 https://t.co/JgOjBCzfhm",Negative,Hate
"If you hate Leni Robredo.

Maraming option pagpipilian wag lang yung pyscho maniac gumagamit ng coke sabi ni tatay digs.",Negative,Hate
"We have to vote wisely choose PING LACSON. Alisin ang dapat alisin sa gobyerno mga magnanakaw ng kaban ng bayan.
#ChoosePing
#5PresidentePingLacson
#LacsonMostQualifiedPresident
#PiliPinasDebates2022 https://t.co/opoxwBLhhb",Negative,Hate
"Aside from having connections to China, Bongbong Marcos and his team also exercise spreading false information and funding internet trolls to harass and threaten journalists and social media users who are against him. 

#Philippines #LetLeniKikoLead #OSINT #Taiwan #US #China",Negative,Hate
