Token,TFIDF_Value
liked,6.351858133476067
ligaya,6.351858133476067
lifetime,6.351858133476067
luck,6.351858133476067
ludikiko,6.351858133476067
leslie,6.351858133476067
mabilis,6.351858133476067
magpapabagal,6.351858133476067
magpalaganap,6.351858133476067
magkakaconcert,6.351858133476067
maganda,6.351858133476067
magaling,6.351858133476067
mag-aaral,6.351858133476067
macurious,6.351858133476067
mabalos,6.351858133476067
lumaban,6.351858133476067
mabago,6.351858133476067
maayos,6.351858133476067
lynch,6.351858133476067
lyle,6.351858133476067
lutang,6.351858133476067
lustre,6.351858133476067
luna,6.351858133476067
lgbt,6.351858133476067
leon,6.351858133476067
milyun-milyon,6.351858133476067
kids,6.351858133476067
konkretong,6.351858133476067
komunikasyon,6.351858133476067
kolehiyo,6.351858133476067
knowledgeable,6.351858133476067
knope,6.351858133476067
kinds,6.351858133476067
kinakabahan,6.351858133476067
khay,6.351858133476067
korik,6.351858133476067
kayang,6.351858133476067
kauna-unahan,6.351858133476067
katototohan,6.351858133476067
katotohanan,6.351858133476067
katoliko,6.351858133476067
katapatan,6.351858133476067
katapangan!#mypresidentispinglacson,6.351858133476067
konting,6.351858133476067
krisis,6.351858133476067
leni/kiko,6.351858133476067
landslide,6.351858133476067
left,6.351858133476067
laylayan,6.351858133476067
lawyers,6.351858133476067
lawyer,6.351858133476067
law,6.351858133476067
lansangan,6.351858133476067
language,6.351858133476067
lamac,6.351858133476067
kumalma,6.351858133476067
lagay,6.351858133476067
ladies,6.351858133476067
labitoria,6.351858133476067
ky,6.351858133476067
kween,6.351858133476067
kuya,6.351858133476067
kurapsyon,6.351858133476067
magpapasakop,6.351858133476067
magreet,6.351858133476067
magsaysay,6.351858133476067
mary,6.351858133476067
matapos,6.351858133476067
matakot,6.351858133476067
masunod,6.351858133476067
masipag,6.351858133476067
masasayang,6.351858133476067
masasandalang,6.351858133476067
masarap,6.351858133476067
marunong,6.351858133476067
matatamo,6.351858133476067
martine,6.351858133476067
marquis,6.351858133476067
mario,6.351858133476067
mariano,6.351858133476067
maraming,6.351858133476067
mapupuntahan,6.351858133476067
mapayapang,6.351858133476067
matatag,6.351858133476067
matiyak,6.351858133476067
magtatrabaho,6.351858133476067
men,6.351858133476067
million,6.351858133476067
miko,6.351858133476067
michelle,6.351858133476067
mia,6.351858133476067
message,6.351858133476067
merch,6.351858133476067
men's,6.351858133476067
melody,6.351858133476067
matryoshka,6.351858133476067
melocaratverse,6.351858133476067
mel,6.351858133476067
med,6.351858133476067
mcqueen,6.351858133476067
maxiii,6.351858133476067
matutulungan,6.351858133476067
mature,6.351858133476067
mapatunayang,6.351858133476067
mapapa,6.351858133476067
mapakikinggan,6.351858133476067
main,6.351858133476067
maki,6.351858133476067
makamit,6.351858133476067
makakauwi,6.351858133476067
makahindi,6.351858133476067
makabbm,6.351858133476067
maka,6.351858133476067
maipapanalo,6.351858133476067
mailuklok,6.351858133476067
mapagmahal,6.351858133476067
maiintindihan,6.351858133476067
maibalik,6.351858133476067
mahilig,6.351858133476067
mahigit,6.351858133476067
mahal,6.351858133476067
magulang,6.351858133476067
magtiwala,6.351858133476067
makikita,6.351858133476067
makukuha,6.351858133476067
malakas,6.351858133476067
malalabong,6.351858133476067
manunulat,6.351858133476067
manong,6.351858133476067
manok,6.351858133476067
mannie,6.351858133476067
manindigan,6.351858133476067
manila,6.351858133476067
manifest,6.351858133476067
mangyari,6.351858133476067
mangumbinsi,6.351858133476067
manggagawang,6.351858133476067
mangamba,6.351858133476067
mananaig,6.351858133476067
mamuno,6.351858133476067
mamaya,6.351858133476067
malinis,6.351858133476067
personal,6.351858133476067
pgsuporta,6.351858133476067
kasiyahan,6.351858133476067
they're,6.351858133476067
tinaas,6.351858133476067
till,6.351858133476067
tibiao,6.351858133476067
thru,6.351858133476067
three,6.351858133476067
thoughts,6.351858133476067
thing,6.351858133476067
thesis,6.351858133476067
tinodo,6.351858133476067
thebest,6.351858133476067
thanks,6.351858133476067
tha,6.351858133476067
teume,6.351858133476067
technologist,6.351858133476067
tech,6.351858133476067
teacher,6.351858133476067
tindig,6.351858133476067
tipong,6.351858133476067
tatay,6.351858133476067
totoong,6.351858133476067
treated,6.351858133476067
transparency,6.351858133476067
translator,6.351858133476067
transformational,6.351858133476067
tram,6.351858133476067
trademark,6.351858133476067
trabaho,6.351858133476067
totoo,6.351858133476067
tlaga,6.351858133476067
total,6.351858133476067
top,6.351858133476067
tongue,6.351858133476067
tomorrow,6.351858133476067
tomas,6.351858133476067
tolerated,6.351858133476067
tlg,6.351858133476067
taught,6.351858133476067
taon,6.351858133476067
spread,6.351858133476067
stray,6.351858133476067
sumasama,6.351858133476067
sulong,6.351858133476067
sul,6.351858133476067
suited,6.351858133476067
stunning,6.351858133476067
studentista,6.351858133476067
student/thomasian,6.351858133476067
strategies,6.351858133476067
supporta,6.351858133476067
straight,6.351858133476067
storybrooke,6.351858133476067
stopped,6.351858133476067
stop,6.351858133476067
stood,6.351858133476067
stays,6.351858133476067
statements,6.351858133476067
super,6.351858133476067
susuko,6.351858133476067
tanglaw,6.351858133476067
tagumpay,6.351858133476067
tanggal,6.351858133476067
tan,6.351858133476067
tambay,6.351858133476067
talks,6.351858133476067
taking,6.351858133476067
takes,6.351858133476067
tahanan,6.351858133476067
tagalog,6.351858133476067
susuportahan,6.351858133476067
taga-suporta,6.351858133476067
tag,6.351858133476067
taehyung,6.351858133476067
switch,6.351858133476067
swiftie,6.351858133476067
sweep,6.351858133476067
susuriin,6.351858133476067
tried,6.351858133476067
trinidad,6.351858133476067
trolls,6.351858133476067
wanted,6.351858133476067
wellness,6.351858133476067
welcome,6.351858133476067
wei,6.351858133476067
we're,6.351858133476067
we'll,6.351858133476067
wdym,6.351858133476067
watching,6.351858133476067
wang,6.351858133476067
wil,6.351858133476067
wala,6.351858133476067
wakasan,6.351858133476067
waiting,6.351858133476067
voters,6.351858133476067
voter,6.351858133476067
vot,6.351858133476067
volunteering,6.351858133476067
what's,6.351858133476067
wilson,6.351858133476067
truth,6.351858133476067
writer,6.351858133476067
yun,6.351858133476067
yul,6.351858133476067
yuhz,6.351858133476067
yet,6.351858133476067
year,6.351858133476067
y'all,6.351858133476067
writing,6.351858133476067
wow,6.351858133476067
winner,6.351858133476067
working,6.351858133476067
without,6.351858133476067
wishes,6.351858133476067
wisely,6.351858133476067
wise,6.351858133476067
wisdom,6.351858133476067
wins,6.351858133476067
volumes,6.351858133476067
voices,6.351858133476067
vlog,6.351858133476067
tup-m,6.351858133476067
uhaw,6.351858133476067
tyron,6.351858133476067
twitter,6.351858133476067
twitbon,6.351858133476067
twibbon,6.351858133476067
tweets,6.351858133476067
turn,6.351858133476067
tumungo,6.351858133476067
vision,6.351858133476067
tumbling,6.351858133476067
tumataya,6.351858133476067
tulungan,6.351858133476067
tuloy,6.351858133476067
tulog,6.351858133476067
tsinelas,6.351858133476067
trying,6.351858133476067
umaga,6.351858133476067
unifying,6.351858133476067
unite,6.351858133476067
united,6.351858133476067
vincent,6.351858133476067
vince,6.351858133476067
vin,6.351858133476067
video,6.351858133476067
victory,6.351858133476067
vibes,6.351858133476067
via,6.351858133476067
vergara,6.351858133476067
values,6.351858133476067
utos,6.351858133476067
upcoming,6.351858133476067
upang,6.351858133476067
up-to-standard,6.351858133476067
unprecedented,6.351858133476067
universities,6.351858133476067
st,6.351858133476067
spent,6.351858133476067
ph,6.351858133476067
puno,6.351858133476067
radical,6.351858133476067
quote,6.351858133476067
queening,6.351858133476067
quantity,6.351858133476067
quality,6.351858133476067
"qualified,has",6.351858133476067
pusong,6.351858133476067
psychology,6.351858133476067
rakista,6.351858133476067
provided,6.351858133476067
proven,6.351858133476067
prouder,6.351858133476067
promo,6.351858133476067
promises,6.351858133476067
projects,6.351858133476067
progressing,6.351858133476067
radtech,6.351858133476067
rap,6.351858133476067
programs,6.351858133476067
registered,6.351858133476067
research,6.351858133476067
reminding,6.351858133476067
remind,6.351858133476067
remember,6.351858133476067
relatives,6.351858133476067
relational,6.351858133476067
rei,6.351858133476067
records,6.351858133476067
raw,6.351858133476067
record,6.351858133476067
receiving,6.351858133476067
receipt,6.351858133476067
reality,6.351858133476067
realistic,6.351858133476067
reached,6.351858133476067
rays,6.351858133476067
progress,6.351858133476067
programa,6.351858133476067
specially,6.351858133476067
platforms,6.351858133476067
potential,6.351858133476067
positive,6.351858133476067
political,6.351858133476067
policies,6.351858133476067
point,6.351858133476067
podcast,6.351858133476067
pls,6.351858133476067
plaridel,6.351858133476067
praying,6.351858133476067
pirma,6.351858133476067
pinklawan,6.351858133476067
pinayagan,6.351858133476067
pilipinong,6.351858133476067
pilipanas,6.351858133476067
picture,6.351858133476067
phil,6.351858133476067
prayed,6.351858133476067
precedented,6.351858133476067
problems,6.351858133476067
presidente.god,6.351858133476067
probably,6.351858133476067
prize,6.351858133476067
prinsipyo,6.351858133476067
priests,6.351858133476067
pride,6.351858133476067
pressure,6.351858133476067
presidete,6.351858133476067
"president,and",6.351858133476067
preferred,6.351858133476067
presidence,6.351858133476067
presenting,6.351858133476067
presenter,6.351858133476067
present,6.351858133476067
pres.leni,6.351858133476067
pres.kiko,6.351858133476067
prepared..and,6.351858133476067
resibo,6.351858133476067
resilience,6.351858133476067
ressa,6.351858133476067
servants,6.351858133476067
shui,6.351858133476067
shows,6.351858133476067
shown,6.351858133476067
shouting,6.351858133476067
shet,6.351858133476067
shadow,6.351858133476067
service,6.351858133476067
sense,6.351858133476067
sigaw,6.351858133476067
senado,6.351858133476067
sen.kiko,6.351858133476067
sen.bongbong,6.351858133476067
semester,6.351858133476067
sem,6.351858133476067
selfless,6.351858133476067
seeing,6.351858133476067
shumalite,6.351858133476067
siguradong,6.351858133476067
result,6.351858133476067
small,6.351858133476067
soriano-dee,6.351858133476067
someone,6.351858133476067
somebody,6.351858133476067
solidly,6.351858133476067
social,6.351858133476067
sobra,6.351858133476067
smart,6.351858133476067
skipping,6.351858133476067
silang,6.351858133476067
sisters,6.351858133476067
sisiguraduhin,6.351858133476067
sinungaling,6.351858133476067
sincerity,6.351858133476067
sinasabi,6.351858133476067
sina,6.351858133476067
sims,6.351858133476067
seafarer,6.351858133476067
sci,6.351858133476067
scholar,6.351858133476067
role,6.351858133476067
sabay-sabay,6.351858133476067
sa'tin,6.351858133476067
ryan,6.351858133476067
russel,6.351858133476067
running,6.351858133476067
run,6.351858133476067
rosa,6.351858133476067
roel,6.351858133476067
sayawan,6.351858133476067
robredo-pangilinan,6.351858133476067
"robredo,kahit",6.351858133476067
rivera,6.351858133476067
rito,6.351858133476067
rich,6.351858133476067
reynaldo,6.351858133476067
reyes,6.351858133476067
sabe,6.351858133476067
sad,6.351858133476067
sage,6.351858133476067
sakalam,6.351858133476067
saya,6.351858133476067
sasa,6.351858133476067
sapat,6.351858133476067
santo,6.351858133476067
sang,6.351858133476067
sanang,6.351858133476067
samin,6.351858133476067
samen,6.351858133476067
salute,6.351858133476067
saludo,6.351858133476067
salitang,6.351858133476067
sakuyang,6.351858133476067
saktong,6.351858133476067
saksi,6.351858133476067
sakay,6.351858133476067
kaswerte,6.351858133476067
makatao,6.351858133476067
kasanayan,6.351858133476067
dami,6.351858133476067
data,6.351858133476067
dasal,6.351858133476067
daring,6.351858133476067
dapar,6.351858133476067
dantes,6.351858133476067
dangal,6.351858133476067
dami-dami,6.351858133476067
dalawampung,6.351858133476067
dave,6.351858133476067
dahit,6.351858133476067
daesiks4ever,6.351858133476067
cutieee,6.351858133476067
cursed,6.351858133476067
cul,6.351858133476067
crowd,6.351858133476067
critics,6.351858133476067
dating,6.351858133476067
dayain,6.351858133476067
cristian,6.351858133476067
deym,6.351858133476067
diyan,6.351858133476067
discussions,6.351858133476067
dios,6.351858133476067
dingdong,6.351858133476067
diminish,6.351858133476067
dilim,6.351858133476067
different,6.351858133476067
development,6.351858133476067
days,6.351858133476067
destined,6.351858133476067
deserving,6.351858133476067
deserves,6.351858133476067
demoralizing,6.351858133476067
dela,6.351858133476067
dekalidad,6.351858133476067
definition,6.351858133476067
cristo,6.351858133476067
cris,6.351858133476067
church,6.351858133476067
close,6.351858133476067
coming,6.351858133476067
college,6.351858133476067
cofino,6.351858133476067
cochico,6.351858133476067
club,6.351858133476067
clothed,6.351858133476067
closest,6.351858133476067
clear,6.351858133476067
competent,6.351858133476067
clarizza,6.351858133476067
claire,6.351858133476067
claiming,6.351858133476067
cj,6.351858133476067
city,6.351858133476067
circumstances,6.351858133476067
circle,6.351858133476067
communication,6.351858133476067
concept,6.351858133476067
cravings,6.351858133476067
continues,6.351858133476067
crammer,6.351858133476067
covid,6.351858133476067
couple,6.351858133476067
council,6.351858133476067
coped,6.351858133476067
convinced,6.351858133476067
convince,6.351858133476067
continue,6.351858133476067
concise,6.351858133476067
constantly,6.351858133476067
consistent,6.351858133476067
considering,6.351858133476067
confident,6.351858133476067
confidence,6.351858133476067
concrete,6.351858133476067
conclusion,6.351858133476067
kasamahan,6.351858133476067
donbelle,6.351858133476067
done,6.351858133476067
expressing,6.351858133476067
ferinz,6.351858133476067
fb,6.351858133476067
families,6.351858133476067
fake,6.351858133476067
faithful,6.351858133476067
fails,6.351858133476067
extra,6.351858133476067
experienced,6.351858133476067
filo,6.351858133476067
experience,6.351858133476067
exp,6.351858133476067
exo-luv,6.351858133476067
executed,6.351858133476067
excellent,6.351858133476067
excellency,6.351858133476067
everything,6.351858133476067
filipinas,6.351858133476067
finishing,6.351858133476067
donna,6.351858133476067
friends,6.351858133476067
gabi,6.351858133476067
ga-graduate,6.351858133476067
fuse,6.351858133476067
fuschia,6.351858133476067
fun,6.351858133476067
fuentes,6.351858133476067
fritz,6.351858133476067
freelancer,6.351858133476067
firmly,6.351858133476067
found,6.351858133476067
forget,6.351858133476067
forger,6.351858133476067
followers,6.351858133476067
follow,6.351858133476067
flex,6.351858133476067
first,6.351858133476067
everybody,6.351858133476067
even,6.351858133476067
ethic,6.351858133476067
edit,6.351858133476067
elisha,6.351858133476067
ekonomista,6.351858133476067
eh,6.351858133476067
efforts,6.351858133476067
efficient,6.351858133476067
effect,6.351858133476067
education,6.351858133476067
duty,6.351858133476067
estudyante,6.351858133476067
dunong,6.351858133476067
duda,6.351858133476067
drunk,6.351858133476067
drop,6.351858133476067
driver,6.351858133476067
doubt,6.351858133476067
dost,6.351858133476067
emphasize,6.351858133476067
empleyado,6.351858133476067
employee,6.351858133476067
empowerment,6.351858133476067
estimate,6.351858133476067
established,6.351858133476067
eroplano,6.351858133476067
eri,6.351858133476067
era,6.351858133476067
eprel,6.351858133476067
epitome,6.351858133476067
epic,6.351858133476067
entrep,6.351858133476067
enthusiast,6.351858133476067
ensure,6.351858133476067
engineering,6.351858133476067
engene,6.351858133476067
endorser,6.351858133476067
endorsed,6.351858133476067
chz,6.351858133476067
christian,6.351858133476067
gael,6.351858133476067
archie,6.351858133476067
asmod,6.351858133476067
asks,6.351858133476067
ashley,6.351858133476067
asawa,6.351858133476067
asa,6.351858133476067
artists,6.351858133476067
artist,6.351858133476067
aral,6.351858133476067
atiny,6.351858133476067
apo,6.351858133476067
antonio,6.351858133476067
answer,6.351858133476067
anong,6.351858133476067
anne,6.351858133476067
anim,6.351858133476067
angel,6.351858133476067
ateng,6.351858133476067
atleta,6.351858133476067
anciano,6.351858133476067
babaeng,6.351858133476067
balota,6.351858133476067
ballot,6.351858133476067
balang,6.351858133476067
back,6.351858133476067
babygirl,6.351858133476067
babalikan,6.351858133476067
babalik,6.351858133476067
az,6.351858133476067
australian,6.351858133476067
ayessa,6.351858133476067
ayaw,6.351858133476067
ayan,6.351858133476067
away,6.351858133476067
aware,6.351858133476067
aviation,6.351858133476067
avenue,6.351858133476067
andoy,6.351858133476067
analyze,6.351858133476067
chools,6.351858133476067
ada,6.351858133476067
advocates,6.351858133476067
advocacies,6.351858133476067
adore,6.351858133476067
admiration,6.351858133476067
administration,6.351858133476067
adhikain,6.351858133476067
added,6.351858133476067
active,6.351858133476067
agad,6.351858133476067
acted,6.351858133476067
achie,6.351858133476067
aces,6.351858133476067
abt,6.351858133476067
abante,6.351858133476067
abangan,6.351858133476067
aasahan,6.351858133476067
ae,6.351858133476067
ahgase,6.351858133476067
ambag,6.351858133476067
aldrin,6.351858133476067
alyado,6.351858133476067
aly,6.351858133476067
also,6.351858133476067
along,6.351858133476067
all-around,6.351858133476067
alive,6.351858133476067
alex,6.351858133476067
aldous,6.351858133476067
ahmadz,6.351858133476067
albert,6.351858133476067
alamin,6.351858133476067
alalahanin,6.351858133476067
aksyon,6.351858133476067
aksayahin,6.351858133476067
ako'y,6.351858133476067
akala,6.351858133476067
bang,6.351858133476067
bansang,6.351858133476067
base,6.351858133476067
campaign,6.351858133476067
carats,6.351858133476067
caption,6.351858133476067
canta,6.351858133476067
candidates,6.351858133476067
candidacies,6.351858133476067
cancel,6.351858133476067
can't,6.351858133476067
camp,6.351858133476067
catchy,6.351858133476067
calm,6.351858133476067
called,6.351858133476067
buti,6.351858133476067
busy,6.351858133476067
bumoto,6.351858133476067
bumisita,6.351858133476067
bulaklak,6.351858133476067
care,6.351858133476067
cebu,6.351858133476067
bashing,6.351858133476067
charez,6.351858133476067
chona,6.351858133476067
chills,6.351858133476067
checkers,6.351858133476067
checker,6.351858133476067
charott,6.351858133476067
charizivility,6.351858133476067
charisse,6.351858133476067
char,6.351858133476067
cecil,6.351858133476067
chanyeol,6.351858133476067
chant,6.351858133476067
chan,6.351858133476067
championing,6.351858133476067
certified,6.351858133476067
certainly,6.351858133476067
celebs,6.351858133476067
build,6.351858133476067
buhat,6.351858133476067
buang,6.351858133476067
belle,6.351858133476067
bigay,6.351858133476067
bicolandia,6.351858133476067
bicol,6.351858133476067
bias,6.351858133476067
bgyo,6.351858133476067
betterment,6.351858133476067
belong,6.351858133476067
behaviour,6.351858133476067
broadcast,6.351858133476067
becky,6.351858133476067
beautifully,6.351858133476067
beam,6.351858133476067
bea,6.351858133476067
batch,6.351858133476067
basurero,6.351858133476067
basta,6.351858133476067
bigla,6.351858133476067
bigo,6.351858133476067
bigyan,6.351858133476067
bilis,6.351858133476067
brilliance,6.351858133476067
brief,6.351858133476067
breadwinne,6.351858133476067
bravo,6.351858133476067
brain,6.351858133476067
bpo,6.351858133476067
boy,6.351858133476067
bottom,6.351858133476067
boses,6.351858133476067
boosts,6.351858133476067
blue-tick,6.351858133476067
bloom,6.351858133476067
blessings,6.351858133476067
blamed,6.351858133476067
bitin,6.351858133476067
gaea,6.351858133476067
doktor,6.351858133476067
ilalaban,6.351858133476067
hopefully,6.351858133476067
house,6.351858133476067
huge,6.351858133476067
humanista,6.351858133476067
humarap,6.351858133476067
hurt,6.351858133476067
husay..tibay..puso..isip,6.351858133476067
huyy,6.351858133476067
i'll,6.351858133476067
i've,6.351858133476067
iangat,6.351858133476067
ibalato,6.351858133476067
ibayong-dagat,6.351858133476067
ibinigay,6.351858133476067
iisang,6.351858133476067
ika,6.351858133476067
ikinampanya,6.351858133476067
ilabas,6.351858133476067
ilalatag,6.351858133476067
ilaw,6.351858133476067
ildefonso,6.351858133476067
ilocano,6.351858133476067
im,6.351858133476067
immediately,6.351858133476067
impact,6.351858133476067
implementasyon,6.351858133476067
impormasyo,6.351858133476067
importante,6.351858133476067
inaantay,6.351858133476067
inakala,6.351858133476067
hosiah,6.351858133476067
homeland,6.351858133476067
increased,6.351858133476067
ho,6.351858133476067
haggard,6.351858133476067
haha,6.351858133476067
hahajdhsiks,6.351858133476067
hakot,6.351858133476067
hanapin,6.351858133476067
handang,6.351858133476067
handog,6.351858133476067
hands-on,6.351858133476067
hangarin,6.351858133476067
happen,6.351858133476067
hardwork,6.351858133476067
hardworking,6.351858133476067
harm,6.351858133476067
harry,6.351858133476067
he's,6.351858133476067
head,6.351858133476067
health,6.351858133476067
hear,6.351858133476067
heart,6.351858133476067
hearts,6.351858133476067
hehe,6.351858133476067
heto,6.351858133476067
hganggang,6.351858133476067
higher,6.351858133476067
higit,6.351858133476067
hihilingin,6.351858133476067
hime,6.351858133476067
hinding,6.351858133476067
historic,6.351858133476067
inauguration,6.351858133476067
increasingly,6.351858133476067
guys,6.351858133476067
john,6.351858133476067
joshua,6.351858133476067
juan,6.351858133476067
julius,6.351858133476067
july,6.351858133476067
jun,6.351858133476067
jungkook,6.351858133476067
kababayan,6.351858133476067
kabayan,6.351858133476067
kabila,6.351858133476067
kabilang,6.351858133476067
kabuhayan,6.351858133476067
kabukasan,6.351858133476067
kahalalan,6.351858133476067
kahandaang,6.351858133476067
kahirap,6.351858133476067
kaibigan,6.351858133476067
kaisa,6.351858133476067
kakampinks,6.351858133476067
"kakayahan,karanasan",6.351858133476067
kalagayan,6.351858133476067
kalma,6.351858133476067
kandidato,6.351858133476067
kantahan,6.351858133476067
kapalit,6.351858133476067
kapayapaan,6.351858133476067
karapat,6.351858133476067
karapat-dapat,6.351858133476067
karl,6.351858133476067
kasal,6.351858133476067
josei,6.351858133476067
jimin,6.351858133476067
indeed,6.351858133476067
jie,6.351858133476067
influencers,6.351858133476067
ingay,6.351858133476067
inspiration,6.351858133476067
inspired,6.351858133476067
inspiring,6.351858133476067
instead,6.351858133476067
instinctively,6.351858133476067
institutions,6.351858133476067
instruction,6.351858133476067
integridad,6.351858133476067
intellectual,6.351858133476067
intelligence,6.351858133476067
interest,6.351858133476067
interview,6.351858133476067
intindihin,6.351858133476067
introduction,6.351858133476067
inyo,6.351858133476067
ipaalam,6.351858133476067
ipagpapalit,6.351858133476067
ipinaglaban,6.351858133476067
iskolar,6.351858133476067
itodo,6.351858133476067
itong,6.351858133476067
jennie,6.351858133476067
jesiah,6.351858133476067
jess,6.351858133476067
jesse,6.351858133476067
jessica,6.351858133476067
jhustine,6.351858133476067
h2h,6.351858133476067
zed,6.351858133476067
genuine,6.351858133476067
"governance,has",6.351858133476067
"gracious,and",6.351858133476067
george,6.351858133476067
got,6.351858133476067
gayestengineer,6.351858133476067
gaytos,6.351858133476067
gives,6.351858133476067
graduate,6.351858133476067
ginagamit,6.351858133476067
guanzon,6.351858133476067
give,6.351858133476067
"gentle,she",6.351858133476067
grab,6.351858133476067
grabato,6.351858133476067
gt;750k,6.351858133476067
gastos,6.351858133476067
greenred,6.351858133476067
ganitong,6.351858133476067
gentlemen,6.351858133476067
guard,6.351858133476067
graduates,6.351858133476067
godoy,6.351858133476067
ginalingan,6.351858133476067
gigil,6.351858133476067
grateful,6.351858133476067
ginamit,6.351858133476067
girls,6.351858133476067
ganap,6.351858133476067
goc-ong,6.351858133476067
solid,5.946393025367902
faith,5.946393025367902
speak,5.946393025367902
inday,5.946393025367902
bring,5.946393025367902
pagkakaisa,5.946393025367902
nung,5.946393025367902
express,5.946393025367902
ulit,5.946393025367902
pagmamahal,5.946393025367902
bukas,5.946393025367902
universe,5.946393025367902
answers,5.946393025367902
nanalo,5.946393025367902
stay,5.946393025367902
magsilbi,5.946393025367902
simula,5.946393025367902
ust,5.946393025367902
campaigning,5.946393025367902
sambayanang,5.946393025367902
iglesia,5.946393025367902
chel,5.946393025367902
nctzen,5.946393025367902
sarap,5.946393025367902
sariling,5.946393025367902
savior,5.946393025367902
saw,5.946393025367902
kailangang,5.946393025367902
sayo,5.946393025367902
bagay,5.946393025367902
seconds,5.946393025367902
seems,5.946393025367902
making,5.946393025367902
glory,5.946393025367902
servant,5.946393025367902
already,5.946393025367902
exactly,5.946393025367902
maiyak,5.946393025367902
nalang,5.946393025367902
