Tweet Content,Sentiment,Label,Preprocessed_Tweet
"@canete_darwin Hahaha, yung ""1st placer"" sa pekeng survey, absent palagi sa debate, tapos kung ano anong panggigipit ang ginagawa kay Leni Robredo para di maging successful yung People's Rally. 

Di nyo mapipigilan ang mga tao lumabas pigilan man iyan ng tangke, EDSA People Power 2.0 version",Negative,Hate,"['hahaha', 'yung', 'st', 'placer', 'pekeng', 'survey', 'absent', 'palagi', 'debate', 'tapos', 'anong', 'panggigipit', 'kay', 'di', 'successful', 'yung', ""people's"", 'rally', 'di', 'nyo', 'mapipigilan', 'tao', 'lumabas', 'pigilan', 'iyan', 'tangke', 'edsa', 'people', 'power', 'version']"
"@gmanews @lenirobredo @kikopangilinan Beware of the ‘greedy monsters’ behind Leni Robredo. They are former government officials who made life terrible for many Filipinos. 

#NeverAgaintoLiberals/yellow turned Pink",Negative,Hate,"['beware', 'greedy', 'monsters', 'behind', 'former', 'government', 'officials', 'made', 'life', 'terrible', 'many', 'filipinos', 'turned', 'pink']"
"@averysadpoet @I_kibot @maracepeda Oo Ayan Ang turo sa Inyo Ni Leni Robredo,Ultimo pamilya mo kamuhian mo dhil lng sa ito'y Marcos Apologist. Where in fact,parehas kayong SALOT Marcos at Aquino. Kayo mga kakampwet at AQUINO APOLOGIST. Mga mamamatay magsasaka.mga Demonyo.dba uso sa inyo cancel culture 🤢🤮🥴#loren",Negative,Hate,"['oo', 'ayan', 'turo', 'inyo', 'robredo,ultimo', 'pamilya', 'kamuhian', 'dhil', 'lng', ""ito'y"", 'apologist', 'fact,parehas', 'kayong', 'salot', 'aquino', 'kayo', 'kakampwet', 'aquino', 'apologist', 'mamamatay', 'magsasaka.mga', 'demonyo.dba', 'uso', 'inyo', 'cancel', 'culture']"
"saan mo nabasa at nakinig ang source mo? 
Sa https://t.co/VwleejXf50 at sa bongbong marcos youtube 😅 #ashsgs",Negative,Hate,"['nabasa', 'nakinig', 'source', 'youtube']"
@pipaykipayy Feeling superstar hahhaha Manang mana sa nanay nilang lugang na si Leni  Robredo hahahhaa https://t.co/apmUmE2wfi,Negative,Hate,"['feeling', 'superstar', 'hahhaha', 'manang', 'mana', 'nanay', 'lugang', 'si', 'hahahhaa']"
"...THIS is the Reason We Have TRUMP and His Family...
#CrimePays #Dictators #Putin #Russia #Ukraine 

https://t.co/LKmUolJpTC",Negative,Hate,"['reason', 'trump', 'family']"
"@PhilstarNews Ping Lacson is your typical 'nice from afar, far from nice'.",Negative,Hate,"['typical', 'nice', 'afar', 'far', 'nice']"
"We need Leni Robredo for the next six years, lubog na sa utang ang PILIPINAS at kailangan natin ng investors, paano tayo makakakuha ng investor kung ang uupo sa pamahalaan ay hindi mapag kakatiwalaan, madaming kaso at higit sa lahat hindi bayad ng tax? 

#LetLeniKikoLead",Negative,Hate,"['need', 'next', 'six', 'years', 'lubog', 'utang', 'pilipinas', 'natin', 'investors', 'makakakuha', 'investor', 'uupo', 'pamahalaan', 'mapag', 'kakatiwalaan', 'madaming', 'kaso', 'higit', 'bayad', 'tax']"
"bongbong marcos enabled his dictator dad! he was already a vice governor when martial law happened, if he really loved our country, bakit hindi niya ipinakita noon?",Negative,Hate,"['enabled', 'dictator', 'dad', 'already', 'vice', 'governor', 'martial', 'law', 'happened', 'really', 'loved', 'country', 'ipinakita']"
"Typical BBM supporter. Filthy mouth with little to less decency in their body. What kind of parenting these people have to have children as barbaric as this. Mind you, these are the same ppl calling Leni Robredo lutang and bobo. The acidity. 

#Ipana7oNa10to
#LetLeniKikoLead https://t.co/m9yAIzcwPZ",Negative,Hate,"['typical', 'bbm', 'supporter', 'filthy', 'mouth', 'little', 'less', 'decency', 'body', 'kind', 'parenting', 'people', 'children', 'barbaric', 'mind', 'ppl', 'calling', 'lutang', 'bobo', 'acidity']"
I don't know why FAISAL MANGONDATO was not declared a NUISANCE candidate? 🫢#PiliPinasDebates2022,Negative,Hate,"['know', 'declared', 'nuisance', 'candidate']"
"Son of woman (in)famous for owning 3,000 pairs of designer shoes while her dictator husband starved (and tortured) their people is poised to ride back into power on a tsunami of disinformation.

Don Jr must be giddy, thinking it could happen to him too! 😖 https://t.co/XtTwPXhXLP",Negative,Hate,"['woman', 'in)famous', 'owning', 'pairs', 'designer', 'shoes', 'dictator', 'husband', 'starved', 'tortured', 'people', 'poised', 'ride', 'back', 'power', 'tsunami', 'disinformation', 'must', 'giddy', 'thinking', 'could', 'happen']"
VP Leni Robredo's closing remarks was inarguably powerful. It echoes hope to the Filipino people snubbed tonight by the son of the late dictator!,Negative,Hate,"['vp', ""robredo's"", 'closing', 'remarks', 'inarguably', 'powerful', 'echoes', 'hope', 'filipino', 'people', 'snubbed', 'tonight', 'late', 'dictator']"
"Here's the thing, if you are not going to vote between robredo &amp; marcos then don't vote. And if you're just going to vote marcos over leni then stop wasting your time.  #LeniKikoAllTheWay2022",Negative,Hate,"[""here's"", 'thing', 'going', 'vote', 'amp', 'vote', 'going', 'vote', 'stop', 'wasting', 'time']"
"Another objective comparison...objective since verifiable naman lahat ng info through credible sources.

Hello Google po sa mga tamad na puro fake news ang pinapanuod.

VP Leni Robredo definitely has all the check marks.

#LeniKiko2022 https://t.co/JYvN6Ymqys",Negative,Hate,"['another', 'objective', 'comparison...objective', 'since', 'verifiable', 'naman', 'info', 'credible', 'sources', 'hello', 'google', 'po', 'tamad', 'puro', 'fake', 'news', 'pinapanuod', 'vp', 'definitely', 'check', 'marks']"
"Let Philippine history remember that the Leni Robredo camp started this fight and #IskoMoreno is going to finish it. Isko was very cordial until the Leni supporters attacked him to try and siphon off voters. No way man. Let's play.

Pilipinas, God first! 🇵🇭👆

#BilisKilos https://t.co/n2FYfJY0cL",Negative,Hate,"['let', 'philippine', 'history', 'remember', 'camp', 'started', 'fight', 'going', 'finish', 'cordial', 'supporters', 'attacked', 'try', 'siphon', 'voters', 'way', ""let's"", 'play', 'pilipinas', 'god', 'first']"
Dapat manalo si Leni Robredo para matigil na ang paniniwala ng tao na basta endorso ng Iglesia #IglesiaNiCristo ay mananalo. Kailangan nang umandar tayo mula sa bulok na nakaraan. #KakampINC #LenSlide,Negative,Hate,"['manalo', 'si', 'matigil', 'paniniwala', 'tao', 'basta', 'endorso', 'iglesia', 'mananalo', 'nang', 'umandar', 'bulok', 'nakaraan']"
"Ping Lacson, Leni Robredo, Ka Leody De Guzman. These are legit the only candidates that I believe are qualified, credible, and capable of leading the country. If Filipinos weren't such dumbasses, these candidates would've been the only options lol.
#PiliPinasDebates2022",Negative,Hate,"['legit', 'candidates', 'believe', 'qualified', 'credible', 'capable', 'leading', 'country', 'filipinos', 'dumbasses', 'candidates', ""would've"", 'options', 'lol']"
"""DO YOU SEE YOURSELF IN BBM? ARE YOU PROUD IF SOMEONE SAYS, NAKIKITA KO SI BONGBONG MARCOS SAYO????""

Megan lang sakalam chert kain tayo 💖",Negative,Hate,"['see', 'bbm', 'proud', 'someone', 'says', 'nakikita', 'si', 'sayo', 'megan', 'lang', 'sakalam', 'chert', 'kain']"
ISANG ILOCANA NA MAS MADAMI PANG CREDENTIALS KESA KAY BONGBONG MARCOS!! https://t.co/qNY8fzG6Zd,Negative,Hate,"['ilocana', 'mas', 'madami', 'pang', 'credentials', 'kesa', 'kay']"
@Negi11932678 @YouTube .@Negi11932678 Not so that Bongbong Marcos “will release the gold that was stolen by the Japanese”.  You do not have anything to do with ANY “Reset” WHATSOEVER.,Negative,Hate,"['release', 'gold', 'stolen', 'japanese', 'anything', 'reset', 'whatsoever']"
"I am not sorry to call Ferdinand Marcos a murderer, I am not sorry for calling Imeda a graft convict, I am not sorry for calling Bongbong a criminal’s beneficiary. I am sorry for the victims of their family’s atrocities, I am sorry for everyone they’ve fooled.",Negative,Hate,"['sorry', 'call', 'ferdinand', 'murderer', 'sorry', 'calling', 'imeda', 'graft', 'convict', 'sorry', 'calling', ""criminal's"", 'beneficiary', 'sorry', 'victims', ""family's"", 'atrocities', 'sorry', 'everyone', ""they've"", 'fooled']"
"@hoseng_batute @duren Kung tatay mo si Marcos Sr. would you not publicly denounce him? If not, then how different are you from Bongbong?",Negative,Hate,"['tatay', 'si', 'sr', 'would', 'publicly', 'denounce', 'different']"
Please someone give Ping Lacson a makeover… why the Hitler haircut? #PiliPinasDebates2022,Negative,Hate,"['please', 'someone', 'give', 'makeover', 'hitler', 'haircut']"
ping “the red-tagger” lacson can choke https://t.co/bM6hytOB8V,Negative,Hate,"['red-tagger', 'choke']"
"Norberto Gonzales not even getting a shot at the popular vote is so fucking sad, man.",Negative,Hate,"['even', 'getting', 'shot', 'popular', 'vote', 'fucking', 'sad']"
"Itong si Ping Lacson puro kayabangan din ang alam nito sa buhay. Nagtago ka nga sa ibang bansa dahil sa mga kaso mo noon tapos sasabihin mong malinis ka at walang bahid ng korapsyon?

Sa tingin mo makikinig mga tao sayo kung panay block at report mo sa kanila? Wala kang kuwenta.",Negative,Hate,"['itong', 'si', 'puro', 'kayabangan', 'alam', 'buhay', 'nagtago', 'nga', 'ibang', 'bansa', 'kaso', 'tapos', 'sasabihin', 'mong', 'malinis', 'bahid', 'korapsyon', 'tingin', 'makikinig', 'tao', 'sayo', 'panay', 'block', 'report', 'wala', 'kang', 'kuwenta']"
Stupid kakampinks are tolerating another stupid pipay..magsama sama kayong mga bobo!! Manang mana sa lutang na si madumb leni robredo! 🖕🖕🖕🖕,Negative,Hate,"['stupid', 'kakampinks', 'tolerating', 'another', 'stupid', 'pipay..magsama', 'sama', 'kayong', 'bobo', 'manang', 'mana', 'lutang', 'si', 'madumb']"
"@ScottRod__ @hyukaisfanboi MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate,"['marcosjr', 'duwag', 'ayaw', 'umattend', 'debate', 'kayang', 'ipagtanggol', 'pamilya', 'nya', 'pamilya', 'nya', 'nga', 'nya', 'kayang', 'ipagtanggol', 'panindigan', 'sambayanang', 'pilipino', 'gising', 'pilipinas', 'win']"
Leni Robredo started it kung ano klase demonyo ugali tutlaran ng mga sumusunod lalo kabataan kahit sa simpleng slogan nga kang eh basura na kaya d ba ko magtaka buo pagkatao gayahin ng mga follower nya bobo at makasarili worst bulag magkano bayad sa inyo mga uto uto?! 😏😏 https://t.co/snSDeazyfe,Negative,Hate,"['started', 'klase', 'demonyo', 'ugali', 'tutlaran', 'sumusunod', 'lalo', 'kabataan', 'simpleng', 'slogan', 'nga', 'kang', 'eh', 'basura', 'ba', 'magtaka', 'buo', 'pagkatao', 'gayahin', 'follower', 'nya', 'bobo', 'makasarili', 'worst', 'bulag', 'magkano', 'bayad', 'inyo', 'uto', 'uto']"
@_reineprivs consider ka leody as well! ping lacson has an active record of redtagging eh :((,Negative,Hate,"['consider', 'well', 'active', 'record', 'redtagging', 'eh']"
"Pag may Bongbong Marcos supporter na nagsabi sa iyong payapa ang Marcos era, isampal mo sa kanya itong artikulo ni Wanna Ver, anak mismo ni Fabian Ver, military general ni Marcos.

https://t.co/9BFUE1IO1q",Negative,Hate,"['pag', 'supporter', 'nagsabi', 'payapa', 'era', 'isampal', 'itong', 'artikulo', 'wanna', 'ver', 'anak', 'fabian', 'ver', 'military', 'general']"
"@alvinelchico @DorisBigornia Si BBM ang iboboto ko, kung sumasamba ako sa demonyo. Weh! There is no one more dignified, qualified, respectable, selfless, and honest than Leni Robredo!",Negative,Hate,"['si', 'bbm', 'iboboto', 'sumasamba', 'demonyo', 'weh', 'one', 'dignified', 'qualified', 'respectable', 'selfless', 'honest']"
"Baka lang may mag-isip na porque I'm championing Leni Robredo means I'm gonna put her on a pedestal. May things din na disagree ako w her.

Tbh mejo nag cringe ako sa ""Nanay ng Bayan"" kase mejo may same lame ass schtick ng ""Tatay Digong"" - bound to be disowned the first second.",Negative,Hate,"['baka', 'lang', 'mag-isip', 'porque', ""i'm"", 'championing', 'means', ""i'm"", 'gonna', 'put', 'pedestal', 'things', 'disagree', 'tbh', 'mejo', 'nag', 'cringe', 'nanay', 'bayan', 'kase', 'mejo', 'lame', 'ass', 'schtick', 'tatay', 'digong', 'bound', 'disowned', 'first', 'second']"
"In the Philippines, presidential frontrunner Bongbong Marcos is using TikTok and troll farms to rewrite his dictator father's violent past for young Filipinos (David Pierson/Los Angeles Times) https://t.co/TXSYlI9qLs",Negative,Hate,"['philippines', 'presidential', 'frontrunner', 'using', 'tiktok', 'troll', 'farms', 'rewrite', 'dictator', ""father's"", 'violent', 'past', 'young', 'filipinos', 'david', 'pierson/los', 'angeles', 'times']"
This year's debates did an awful lot to rehab the images of HR violators into capable presidentiables. Norberto Gonzales' geriatric look does so well to hide his butcher past lol https://t.co/yZfh9EKUlr,Negative,Hate,"[""year's"", 'debates', 'awful', 'lot', 'rehab', 'images', 'hr', 'violators', 'capable', 'presidentiables', 'geriatric', 'look', 'well', 'hide', 'butcher', 'past', 'lol']"
"So sino nga ba si B#B-M bukod sa pagiging anak ng diktador na Marcos? Bukod sa spokesperson niya? Bukod sa mga ads at propaganda? Para kasing yung idea ng isang magaling leader ang gustong iboto ng iba, pero seems like Bongbong isn't *it* given how he answers, conducts himself.",Negative,Hate,"['nga', 'ba', 'si', 'b#b-m', 'bukod', 'pagiging', 'anak', 'diktador', 'bukod', 'spokesperson', 'bukod', 'ads', 'propaganda', 'kasing', 'yung', 'idea', 'magaling', 'leader', 'gustong', 'iboto', 'seems', 'like', 'given', 'answers', 'conducts']"
#UPinkFight #NagaIsPink Grabeh yung pagkatoxic ng pink! Ang lala na talaga!!! Pinagtanggol ang anak na nagdisown ng anak! Tapos ngaun yung nagsuicide dahil sa kakampink! Grabeh imoliwe sya ni Leni Robredo! Di na maganda! Nakakasuka na talaga!,Negative,Hate,"['grabeh', 'yung', 'pagkatoxic', 'pink', 'lala', 'talaga', 'pinagtanggol', 'anak', 'nagdisown', 'anak', 'tapos', 'ngaun', 'yung', 'nagsuicide', 'kakampink', 'grabeh', 'imoliwe', 'sya', 'di', 'maganda', 'nakakasuka', 'talaga']"
"Rodrigo Duterte is obviously not confident that a President Bongbong Marcos will protect him from all the cases he will be facing after his term ends.

Otherwise, he should have endorsed BBM by now.",Negative,Hate,"['rodrigo', 'duterte', 'obviously', 'confident', 'president', 'protect', 'cases', 'facing', 'term', 'ends', 'otherwise', 'endorsed', 'bbm']"
"In the Philippines, presidential frontrunner Bongbong Marcos is using TikTok and troll farms to rewrite his dictator father's violent past for young Filipinos (David Pierson/Los Angeles Times) https://t.co/rHQJLWk90p",Negative,Hate,"['philippines', 'presidential', 'frontrunner', 'using', 'tiktok', 'troll', 'farms', 'rewrite', 'dictator', ""father's"", 'violent', 'past', 'young', 'filipinos', 'david', 'pierson/los', 'angeles', 'times']"
"stop having standards when it comes to caring or respecting others
hindi pwede na kung sino lang bbm supporter sila lang ung binibigyan mo ng respeto't attensyon
at sa scenario na yon ay ung teacher ang may problema, hindi ung fact na sinusuporta nya si vp leni robredo",Negative,Hate,"['stop', 'standards', 'comes', 'caring', 'respecting', 'others', 'pwede', 'lang', 'bbm', 'supporter', 'lang', 'ung', 'binibigyan', ""respeto't"", 'attensyon', 'scenario', 'yon', 'ung', 'teacher', 'problema', 'ung', 'fact', 'sinusuporta', 'nya', 'si', 'vp']"
"""Kaya huwag na nating hanapin ang ayaw humarap sa atin."" - VP Leni Robredo 

PERIOD MIC DROP 💅

#PiliPinasDebates2022",Negative,Hate,"['nating', 'hanapin', 'ayaw', 'humarap', 'vp', 'period', 'mic', 'drop']"
"@bongbongmarcos First vote bongbong marcos❤️❤️❤️
Bida bida kayo marcos sa mga lolo at lola ko best president FEM
aquino daw mga anak ni luciper kampon ng kadiliman ...",Negative,Hate,"['first', 'vote', 'bida', 'bida', 'kayo', 'lolo', 'lola', 'best', 'president', 'fem', 'aquino', 'daw', 'anak', 'luciper', 'kampon', 'kadiliman']"
"@12jekyu15 @Youshi_Arbah @QMotherGothel Focused ka masyado sa mga maliliit na pagkakamali, yung malalaki bulag ka. Marcos bankrupted our treasury.
Supreme Court ordered the release of funds to ML victims, Bongbong blocking this, saying inheritance ko yan. BBM ordered by COA to return 10 million PDAF kasi anomalous…",Negative,Hate,"['focused', 'maliliit', 'pagkakamali', 'yung', 'malalaki', 'bulag', 'bankrupted', 'treasury', 'supreme', 'court', 'ordered', 'release', 'funds', 'ml', 'victims', 'blocking', 'saying', 'inheritance', 'yan', 'bbm', 'ordered', 'coa', 'return', 'million', 'pdaf', 'kasi', 'anomalous']"
"BONGBONG MARCOS HAS NEVER APOLOGIZED TO THE VICTIMS OF HIS FAMILY. TO DATE, HE IS STILL LIVING IN WEALTH AFTER HIS PARENTS CORRUPTED MILLIONS FROM THE PHILIPPINE GOVERNMENT WHILE THE PEOPLE SUFFERED UNDER THEIR SELFISHNESS.",Negative,Hate,"['never', 'apologized', 'victims', 'family', 'date', 'still', 'living', 'wealth', 'parents', 'corrupted', 'millions', 'philippine', 'government', 'people', 'suffered', 'selfishness']"
"Former national security adviser Norberto Gonzales warns that -- the Pink mega-rallies and Pinkoptics of Leni Robredo are just preparations for People Power after Leni loses the election. Leni's American handlers &amp; commie allies are also deeply involved. 
https://t.co/tfukAXqk0e",Negative,Hate,"['former', 'national', 'security', 'adviser', 'warns', 'pink', 'mega-rallies', 'pinkoptics', 'preparations', 'people', 'power', 'loses', 'election', ""leni's"", 'american', 'handlers', 'amp', 'commie', 'allies', 'also', 'deeply', 'involved']"
"Laging kineclaim yung bangui wind farm in fact kay bongbong mismo nanggaling na hindi parte ang gobyerno sa pag papatayo niito at private sector ang may hawak neto.

https://t.co/vFgYYyKFQR https://t.co/zo49O7X1mB",Negative,Hate,"['laging', 'kineclaim', 'yung', 'bangui', 'wind', 'farm', 'fact', 'kay', 'nanggaling', 'parte', 'gobyerno', 'pag', 'papatayo', 'niito', 'private', 'sector', 'hawak', 'neto']"
"@ITSYABOISATANAS Pansin niyo mga mahilig mag post sa alter ng mga sexcapades mga bakla bisexual. Top bottom versa. Mahilig s amga orgies and group sex. Si Leni Robredo ang choice?

May mali talaga.. nakaka bother na ang choice ng mga ganitong klase ng tao is LENI?

NAKAKA BOTHER

#Halalan2022",Negative,Hate,"['pansin', 'niyo', 'mahilig', 'post', 'alter', 'sexcapades', 'bakla', 'bisexual', 'top', 'bottom', 'versa', 'mahilig', 'amga', 'orgies', 'group', 'sex', 'si', 'choice', 'mali', 'talaga', 'nakaka', 'bother', 'choice', 'ganitong', 'klase', 'tao', 'nakaka', 'bother']"
Friend ko yung mga teacher ko sa college tas mostly mga marcos apologist at bbm tapos ako eto binabaha sila ng sharedpost tungkol kay leni at ang zero achievement ni bongbong HAHHAHAB,Negative,Hate,"['friend', 'yung', 'teacher', 'college', 'tas', 'mostly', 'apologist', 'bbm', 'tapos', 'eto', 'binabaha', 'sharedpost', 'kay', 'zero', 'achievement', 'hahhahab']"
"“Bongbong Marcos, a frequent debate skipper.”

RUTH CABAL DID NOT JUST— ?!?!??? 

#CNNPHVPDebate",Negative,Hate,"['frequent', 'debate', 'skipper', 'ruth', 'cabal']"
