Tweet Content,Sentiment,Label
"Demonyo talaga kayong mga kakampink pati sa #NagaIsPink nagmana kayo sa President Leni Robredo nyong demonyo din

#JusticeForFrederick https://t.co/HRmwz88fKR",Negative,Hate
"#NagaIsPink #BicolIsPink 
President leni robredo 

Hindi lahat tanga! wag mo lahatin! lahat ng kurap hindi mananalo! mark my word https://t.co/siIraFHmhd",Negative,Hate
"Makikita mo talaga ang kahipokritohan ni Leni Robredo ikaw nga hindi pumunta sa SMNI
#LeniDuwag https://t.co/PONXGWkpmH",Negative,Hate
Natatawa talaga ako sa Bongbong Marcos received bloc voting as VP in 2016 but lost to Leni Robredo 😂🤣 #kakampINC #LabanLeni2022 #LabanLeniKiko2022,Negative,Hate
The most hated Filipino is Leni Robredo #BBMSARACONFERENCE,Negative,Hate
Son of notorious dictator Ferdinand Marcos' is poised to win the Philippines presidential election https://t.co/QN7zXnyt0f,Negative,Hate
"@canete_darwin Hahaha, yung ""1st placer"" sa pekeng survey, absent palagi sa debate, tapos kung ano anong panggigipit ang ginagawa kay Leni Robredo para di maging successful yung People's Rally. 

Di nyo mapipigilan ang mga tao lumabas pigilan man iyan ng tangke, EDSA People Power 2.0 version",Negative,Hate
"@gmanews @lenirobredo @kikopangilinan Beware of the ‘greedy monsters’ behind Leni Robredo. They are former government officials who made life terrible for many Filipinos. 

#NeverAgaintoLiberals/yellow turned Pink",Negative,Hate
"@averysadpoet @I_kibot @maracepeda Oo Ayan Ang turo sa Inyo Ni Leni Robredo,Ultimo pamilya mo kamuhian mo dhil lng sa ito'y Marcos Apologist. Where in fact,parehas kayong SALOT Marcos at Aquino. Kayo mga kakampwet at AQUINO APOLOGIST. Mga mamamatay magsasaka.mga Demonyo.dba uso sa inyo cancel culture 🤢🤮🥴#loren",Negative,Hate
"saan mo nabasa at nakinig ang source mo? 
Sa https://t.co/VwleejXf50 at sa bongbong marcos youtube 😅 #ashsgs",Negative,Hate
@pipaykipayy Feeling superstar hahhaha Manang mana sa nanay nilang lugang na si Leni  Robredo hahahhaa https://t.co/apmUmE2wfi,Negative,Hate
"...THIS is the Reason We Have TRUMP and His Family...
#CrimePays #Dictators #Putin #Russia #Ukraine 

https://t.co/LKmUolJpTC",Negative,Hate
"@PhilstarNews Ping Lacson is your typical 'nice from afar, far from nice'.",Negative,Hate
"We need Leni Robredo for the next six years, lubog na sa utang ang PILIPINAS at kailangan natin ng investors, paano tayo makakakuha ng investor kung ang uupo sa pamahalaan ay hindi mapag kakatiwalaan, madaming kaso at higit sa lahat hindi bayad ng tax? 

#LetLeniKikoLead",Negative,Hate
"bongbong marcos enabled his dictator dad! he was already a vice governor when martial law happened, if he really loved our country, bakit hindi niya ipinakita noon?",Negative,Hate
"Typical BBM supporter. Filthy mouth with little to less decency in their body. What kind of parenting these people have to have children as barbaric as this. Mind you, these are the same ppl calling Leni Robredo lutang and bobo. The acidity. 

#Ipana7oNa10to
#LetLeniKikoLead https://t.co/m9yAIzcwPZ",Negative,Hate
I don't know why FAISAL MANGONDATO was not declared a NUISANCE candidate? 🫢#PiliPinasDebates2022,Negative,Hate
"Son of woman (in)famous for owning 3,000 pairs of designer shoes while her dictator husband starved (and tortured) their people is poised to ride back into power on a tsunami of disinformation.

Don Jr must be giddy, thinking it could happen to him too! 😖 https://t.co/XtTwPXhXLP",Negative,Hate
VP Leni Robredo's closing remarks was inarguably powerful. It echoes hope to the Filipino people snubbed tonight by the son of the late dictator!,Negative,Hate
"Here's the thing, if you are not going to vote between robredo &amp; marcos then don't vote. And if you're just going to vote marcos over leni then stop wasting your time.  #LeniKikoAllTheWay2022",Negative,Hate
"Another objective comparison...objective since verifiable naman lahat ng info through credible sources.

Hello Google po sa mga tamad na puro fake news ang pinapanuod.

VP Leni Robredo definitely has all the check marks.

#LeniKiko2022 https://t.co/JYvN6Ymqys",Negative,Hate
"Let Philippine history remember that the Leni Robredo camp started this fight and #IskoMoreno is going to finish it. Isko was very cordial until the Leni supporters attacked him to try and siphon off voters. No way man. Let's play.

Pilipinas, God first! 🇵🇭👆

#BilisKilos https://t.co/n2FYfJY0cL",Negative,Hate
Dapat manalo si Leni Robredo para matigil na ang paniniwala ng tao na basta endorso ng Iglesia #IglesiaNiCristo ay mananalo. Kailangan nang umandar tayo mula sa bulok na nakaraan. #KakampINC #LenSlide,Negative,Hate
"Ping Lacson, Leni Robredo, Ka Leody De Guzman. These are legit the only candidates that I believe are qualified, credible, and capable of leading the country. If Filipinos weren't such dumbasses, these candidates would've been the only options lol.
#PiliPinasDebates2022",Negative,Hate
"""DO YOU SEE YOURSELF IN BBM? ARE YOU PROUD IF SOMEONE SAYS, NAKIKITA KO SI BONGBONG MARCOS SAYO????""

Megan lang sakalam chert kain tayo 💖",Negative,Hate
ISANG ILOCANA NA MAS MADAMI PANG CREDENTIALS KESA KAY BONGBONG MARCOS!! https://t.co/qNY8fzG6Zd,Negative,Hate
@Negi11932678 @YouTube .@Negi11932678 Not so that Bongbong Marcos “will release the gold that was stolen by the Japanese”.  You do not have anything to do with ANY “Reset” WHATSOEVER.,Negative,Hate
"I am not sorry to call Ferdinand Marcos a murderer, I am not sorry for calling Imeda a graft convict, I am not sorry for calling Bongbong a criminal’s beneficiary. I am sorry for the victims of their family’s atrocities, I am sorry for everyone they’ve fooled.",Negative,Hate
"@hoseng_batute @duren Kung tatay mo si Marcos Sr. would you not publicly denounce him? If not, then how different are you from Bongbong?",Negative,Hate
Please someone give Ping Lacson a makeover… why the Hitler haircut? #PiliPinasDebates2022,Negative,Hate
ping “the red-tagger” lacson can choke https://t.co/bM6hytOB8V,Negative,Hate
"Norberto Gonzales not even getting a shot at the popular vote is so fucking sad, man.",Negative,Hate
"Itong si Ping Lacson puro kayabangan din ang alam nito sa buhay. Nagtago ka nga sa ibang bansa dahil sa mga kaso mo noon tapos sasabihin mong malinis ka at walang bahid ng korapsyon?

Sa tingin mo makikinig mga tao sayo kung panay block at report mo sa kanila? Wala kang kuwenta.",Negative,Hate
Stupid kakampinks are tolerating another stupid pipay..magsama sama kayong mga bobo!! Manang mana sa lutang na si madumb leni robredo! 🖕🖕🖕🖕,Negative,Hate
"@ScottRod__ @hyukaisfanboi MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate
Leni Robredo started it kung ano klase demonyo ugali tutlaran ng mga sumusunod lalo kabataan kahit sa simpleng slogan nga kang eh basura na kaya d ba ko magtaka buo pagkatao gayahin ng mga follower nya bobo at makasarili worst bulag magkano bayad sa inyo mga uto uto?! 😏😏 https://t.co/snSDeazyfe,Negative,Hate
@_reineprivs consider ka leody as well! ping lacson has an active record of redtagging eh :((,Negative,Hate
"Pag may Bongbong Marcos supporter na nagsabi sa iyong payapa ang Marcos era, isampal mo sa kanya itong artikulo ni Wanna Ver, anak mismo ni Fabian Ver, military general ni Marcos.

https://t.co/9BFUE1IO1q",Negative,Hate
"@alvinelchico @DorisBigornia Si BBM ang iboboto ko, kung sumasamba ako sa demonyo. Weh! There is no one more dignified, qualified, respectable, selfless, and honest than Leni Robredo!",Negative,Hate
"Baka lang may mag-isip na porque I'm championing Leni Robredo means I'm gonna put her on a pedestal. May things din na disagree ako w her.

Tbh mejo nag cringe ako sa ""Nanay ng Bayan"" kase mejo may same lame ass schtick ng ""Tatay Digong"" - bound to be disowned the first second.",Negative,Hate
"In the Philippines, presidential frontrunner Bongbong Marcos is using TikTok and troll farms to rewrite his dictator father's violent past for young Filipinos (David Pierson/Los Angeles Times) https://t.co/TXSYlI9qLs",Negative,Hate
This year's debates did an awful lot to rehab the images of HR violators into capable presidentiables. Norberto Gonzales' geriatric look does so well to hide his butcher past lol https://t.co/yZfh9EKUlr,Negative,Hate
"So sino nga ba si B#B-M bukod sa pagiging anak ng diktador na Marcos? Bukod sa spokesperson niya? Bukod sa mga ads at propaganda? Para kasing yung idea ng isang magaling leader ang gustong iboto ng iba, pero seems like Bongbong isn't *it* given how he answers, conducts himself.",Negative,Hate
#UPinkFight #NagaIsPink Grabeh yung pagkatoxic ng pink! Ang lala na talaga!!! Pinagtanggol ang anak na nagdisown ng anak! Tapos ngaun yung nagsuicide dahil sa kakampink! Grabeh imoliwe sya ni Leni Robredo! Di na maganda! Nakakasuka na talaga!,Negative,Hate
"Rodrigo Duterte is obviously not confident that a President Bongbong Marcos will protect him from all the cases he will be facing after his term ends.

Otherwise, he should have endorsed BBM by now.",Negative,Hate
"In the Philippines, presidential frontrunner Bongbong Marcos is using TikTok and troll farms to rewrite his dictator father's violent past for young Filipinos (David Pierson/Los Angeles Times) https://t.co/rHQJLWk90p",Negative,Hate
"stop having standards when it comes to caring or respecting others
hindi pwede na kung sino lang bbm supporter sila lang ung binibigyan mo ng respeto't attensyon
at sa scenario na yon ay ung teacher ang may problema, hindi ung fact na sinusuporta nya si vp leni robredo",Negative,Hate
"""Kaya huwag na nating hanapin ang ayaw humarap sa atin."" - VP Leni Robredo 

PERIOD MIC DROP 💅

#PiliPinasDebates2022",Negative,Hate
"@bongbongmarcos First vote bongbong marcos❤️❤️❤️
Bida bida kayo marcos sa mga lolo at lola ko best president FEM
aquino daw mga anak ni luciper kampon ng kadiliman ...",Negative,Hate
"@12jekyu15 @Youshi_Arbah @QMotherGothel Focused ka masyado sa mga maliliit na pagkakamali, yung malalaki bulag ka. Marcos bankrupted our treasury.
Supreme Court ordered the release of funds to ML victims, Bongbong blocking this, saying inheritance ko yan. BBM ordered by COA to return 10 million PDAF kasi anomalous…",Negative,Hate
"BONGBONG MARCOS HAS NEVER APOLOGIZED TO THE VICTIMS OF HIS FAMILY. TO DATE, HE IS STILL LIVING IN WEALTH AFTER HIS PARENTS CORRUPTED MILLIONS FROM THE PHILIPPINE GOVERNMENT WHILE THE PEOPLE SUFFERED UNDER THEIR SELFISHNESS.",Negative,Hate
"Former national security adviser Norberto Gonzales warns that -- the Pink mega-rallies and Pinkoptics of Leni Robredo are just preparations for People Power after Leni loses the election. Leni's American handlers &amp; commie allies are also deeply involved. 
https://t.co/tfukAXqk0e",Negative,Hate
"Laging kineclaim yung bangui wind farm in fact kay bongbong mismo nanggaling na hindi parte ang gobyerno sa pag papatayo niito at private sector ang may hawak neto.

https://t.co/vFgYYyKFQR https://t.co/zo49O7X1mB",Negative,Hate
"@ITSYABOISATANAS Pansin niyo mga mahilig mag post sa alter ng mga sexcapades mga bakla bisexual. Top bottom versa. Mahilig s amga orgies and group sex. Si Leni Robredo ang choice?

May mali talaga.. nakaka bother na ang choice ng mga ganitong klase ng tao is LENI?

NAKAKA BOTHER

#Halalan2022",Negative,Hate
Friend ko yung mga teacher ko sa college tas mostly mga marcos apologist at bbm tapos ako eto binabaha sila ng sharedpost tungkol kay leni at ang zero achievement ni bongbong HAHHAHAB,Negative,Hate
"“Bongbong Marcos, a frequent debate skipper.”

RUTH CABAL DID NOT JUST— ?!?!??? 

#CNNPHVPDebate",Negative,Hate
"Funny how the comments at the chat box in the SMNI Presidential Debate Youtube are still a slur on Leni Robredo. Trolls, focus on your candidate and watch out for Ka Leody who will surely articulate statements than the other presidentiables are afraid to utter. Lol.",Negative,Hate
A dictator’s son rewrites history on TikTok in his bid to become the Philippines’ next President https://t.co/3fgUMsYiW6,Negative,Hate
Walang panama ang INC endorsement kay BBM. Kapag MERALCO ang nag endorse kay FVP Leni Robredo tiyak mananalo yan. Oh ano laban pa kayo.,Negative,Hate
@jominicat @JuliliePe Asan na si @MannyPacquiao tahimik ang ungas! Ano naman masasabi mo manne kay Leni Robredo sa pagiging Pink at pag iwan nya sa kulay Dilawan...,Negative,Hate
"Me to BONGBONG Marcos, can't wait to curb stomp you https://t.co/E7b6RQp0lJ",Negative,Hate
"https://t.co/NLP5Q4ZnSC

HINDE KO ALAM SA INYO HA PERO TANG INA GOOSEBUMPS. LENI ROBREDO SA MAY 9 ✨🌸",Negative,Hate
"If ever (wag naman sana) manalo si bongbong, i'm 100% sure that there will be another people's revolution movement. PILIPINAS!! Let's open our eyes for the sake of the country and the future. Wag na nating hayaang mangyari pa ito. Iwanang blanko ang pangalan ni Marcos sa balota.",Negative,Hate
"""Tuwing eleksiyon, kami'y binibigyan lang ng laya ng elitistang gobyerno na pumili ng bagong elitista na manloloko sa amin."" - Ka Leody De Guzman

Magiging boses naba ng mga manggagawa sa Malacañang sina Ka Leody at Walden Bello? https://t.co/iDygTlY8bS",Negative,Hate
"@tomicapacible “Some supporters are backing out now because they can sense that there is no way for Robredo to overtake the lead of rival Ferdinand ” Bongbong” Marcos considering his commanding lead in all the surveys and the proximity to election time,” -👇👇👇 waste of time and money !!! https://t.co/kap9mywlIu",Negative,Hate
"@Grizzietot Ganun kayo ka talino at kababoy sa mga Sarili ninyo
Mga supporter ni Leni Robredo
Totoong Mga Hubot Hubad sa
Kalaswaan..?",Negative,Hate
"@Aldgy13 @Sylviapalomare5 The US is crying over this news, they need us to vote their puppet candicate Leni Robredo",Negative,Hate
"Sinech itey na idol raw si Mayor Vico at gustong maging tulad ng Pasig ang Pilipinas pero ang iboboto ay magnanakaw??

Fyi po, ang Transparency Ordinance na finile ni Mayor Vico ay inspired kay Mr. Jesse Robredo na asawa ni VP Leni 🤷🏽‍♀️🤷🏽‍♀️😏",Negative,Hate
"@cnnphilippines Bongbong marcos has stolen wealth. Uniteam of bongbong and sara is a party of criminality, thievery, pedophilia.",Negative,Hate
"Gawin nyo ng 1Million. Nahiya pa kayo sa butal. Your crowd estimates are just as inflated as your ego na may panalo pa ang ina nyo. WALA. WALANG HIMALA. Pandaraya meron, PERO BABANTAYAN NAMIN KAYO. WALANG TULUGAN SA GABI NG BILANGAN&gt; #NagaIsPink President Leni Robredo daw. 🤪 https://t.co/sxC0bZoN8z",Negative,Hate
"Ang Loser Sign na pinauso ni Leni Robredo at ng mga taga-suporta niyang pinklawan.
#LoserSign
#LeniLoser https://t.co/EdEF1zAVYX",Negative,Hate
"@alvinelchico @DorisBigornia BBM ako kung yan katangian ang hinahanap ko at ng ibang tanso na sarado na ang as per john arcilla:

KURAP
KURAKOT
UMIIWAS
UMAATRAS
TAMAD
TRAPO

Kaya doon kame kay sa J. Leni robredo Gobyernong Tapat
May plano parq sa lahat ng pilipino.",Negative,Hate
leni robredo you will always be that bitch!!!!,Negative,Hate
False asia there is manipulation...pera ng kalaban gumagana na...election day leni Robredo will win.💪💪💪https://t.co/MKTNMg8Ei1,Negative,Hate
"@shyluvsjk https://t.co/r9d9hucuzP 

what about this? wala nga siyang natapos na degree eh. how can he lead the country then? what good will he bring to our country. sige, sabihin na natin na hindi niya kasalanan ng tatay niya, pero anong pera ang ginagamit niya sa eleksyon, diba't ang—",Negative,Hate
@ervinzziv Si Bongbong Marcos daw ang nakikinabang sa misinformation na Ibinabato kay Mama Fink. Sabi ni Len-Len.,Negative,Hate
"salamat sa mga trolls... dahil sa kanila, nagviral to... kaya nga di na nila ginawa ulit sa rally nila eh 🤣🤣🤣

Ang Presidente - LENI ROBREDO
Bise Presidente - KIKO PANGILINAN

LET'S GO! https://t.co/typrieY1Z7",Negative,Hate
"@iammasmaldita Oo nga, magaling din naman magbasa si madumb leni robredo.",Negative,Hate
"MATALINO ang BOTANTE ng PILIPINAS,  kaya si LENI ROBREDO  ay HINDI MANANALO!",Negative,Hate
"SMNI DEBATES MATTER
#GoBBMforSMNI 
#SMNIpresidentialdebate 
#LENIDUWAG 
#LeniMasDuwag 
#LeniTangaSaLahat

Go Ka Leody
Norberto Gonzales
Abella
Marcos Jr.

Nice Debate! Hindi biased! 
Shunga nyo Leni, Isko, Lacson at Manny! Mga Duwag! 

NO TO NPA! 😡 https://t.co/CfdkGTuXDV",Negative,Hate
"THE HEAVIEST BURDEN that’s dragging down Bongbong Marcos’s march to Malacañang is the truth. The glorious truth that no matter where you look; personally, academically, professionally, politically, and morally, Marcos Jr. is no match to Leni Robredo. https://t.co/HXoZzCZWmP",Negative,Hate
"Is this what we call an influencer?
Pati pag sisimba namin titirahin niyo pa?

Jusko. 
@pipaykipayy
Leni Robredo Kiko Pangilinan, do you condemn this kind of attitude of your artists or influencer na sumusuporta sainyo, if oo nakakadismaya talaga pag ganito. Nakakabastos. https://t.co/OJkiNstaLg",Negative,Hate
"Mag-iingay na naman itong mga Marcos supporter para ipagtanggol si Bongbong sa pagiging absent sa debate.

Ano kayo, proxy niya?",Negative,Hate
@inquirerdotnet @melvingasconINQ Ung mga supporters nito wag niyo na po siya pag aksayahan ng inyong mga boto... kesa sa knya ibigay niyo na lang po ang boto niyo kay VP Leni Robredo a Kiko Pangilinan.,Negative,Hate
"Robredo volunteers allegedly blocked from campaigning in Samar town https://t.co/zKKcZXL6a3 via @YouTube 

IS bbm MARTAL LAW (bbm GOLDEN AGE) STARTING

bbm BOBO,LIAR,THEIF,TAX CHEAT

LENI ROBREDO ATTY,EXP LDR,HONEST,PAYS TAX,NOT LIAR,NOT THEIF,GOLD HEART

VOT LENI ROBREDO 4 PRES",Negative,Hate
"@aguilarappa I think it does, yung mga pumupunta Ki BOBOng Narcos just for the money, AND WHEN TIME OF ELECTION THEY SWAP TO OUR 17th President LENI ROBREDO AND KIKO PANGILINAN THEIR VOTE...hmmm make sense to me po mga kakampink. https://t.co/GDQesgUscc",Negative,Hate
"Philippines: Son of former dictator Marcos competes with anti-populist Leni Robredo in presidential election
https://t.co/WQOZCaj2h9
#ASIAPACIFIC",Negative,Hate
"The Marcos family (the very same people who betrayed the country and profited off ill-gotten wealth) are seeking elective office again. Paanong past is past when Bongbong himself capitalizes on his father's name and ""achievements"".😂 Trapo ka, Isko. https://t.co/IC0ZTt13vl",Negative,Hate
"FACT: Bongbong Marcos is nothing without his father's name. Well, he's nothing at all – a nobody. https://t.co/xd6ZZ25Gy3",Negative,Hate
Wow SMNI audience are heckling Norberto Gonzales for being open to peace talks. Wew. That's a fascist echo chamber when I saw one.,Negative,Hate
"@Macreid23 @manilabulletin @argyllcyrus_MB Si @iampinglacson  kulelat, according to that table. K. But he's much better than the absentee with this issue before, amongst other issues. https://t.co/50OdVQ5OMo #budol #PingLacson #NeverForget #MarcosDuwag",Negative,Hate
"Anim na taong tiniis ng bayan ang style-kantong thuggery ni Duterte. Sa June 30, sisipain na siya palabas ng Malacañang. Mula July 1, mag-iiba na ang socio-political atmosphere at intellectual-cultural horizon ng Pilipinas sa ilalim ng bagong gobyerno ni VP Leni Robredo.",Negative,Hate
"@totoyfrqnz MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate
"Miss Leni Robredo, anong pinagsasabi mong ina ka ng lahat.. so ibig sabihin kapatid ko si @sandromarcos7  ?😳😳

#LetLeniLeave2022 
#BBMIsMyPresident2022",Negative,Hate
"‘The young ones, they don’t know’: How a dictator’s dark past was whitewashed https://t.co/zlYy9PR4Bh",Negative,Hate
"THESE IDIOTS KEEP COMPARING BBM'S PERFORMANCE WITH LENI ROBREDO'S, TANONG KO LANG HA, ALAM NIYO BA DIFFERENCE NG ROLE NG SENATOR SA ROLE VICE PRESIDENT SA MALACAÑANG? NARROW-MINDED IDIOTS NA NAKIKISABAY SA USO! PWE!
#Elections2022 #SalamatPRRD",Negative,Hate
lawrd ping lacson needs a reality check. so tired of hearing pure bs from politicians who are so detached from reality 😭 #PiliPinasDebates2022,Negative,Hate
"@Violy1066 @SayChiz Violy, Violy, oh violeta… baka ang dapat payuhan mo si Bobong este Bongbong Marcos na tantanan pagiging absent. Alamano kasi.",Negative,Hate
Summary of Leni Robredo's Platform: Bawal ang Marcos https://t.co/aCfA0tNQlg,Negative,Hate
Wtf ako ata unang makakareview ng Ping Lacson movie sa Letterboxd,Negative,Hate
"Does all the athletes supports Leni or her group is just too desparate out of desire to win and thus wanted to have everything identified to her i,e. dogs for Leni, cats for leni, fish for, doctors for Leni, artist for Leni and ect ect ect... tsk tsk tsk
https://t.co/sMcxERsfgb",Negative,Hate
Sa dami ng good accomplishment ni Leni Robredo of course kailangan niya ng list.. huwag kang mag complain dahil hindi sumipot ang kandidato sa debate dahil naduwag siya #IpanaloNa10To https://t.co/Ni44UbSRrx,Negative,Hate
Late dictator Ferdinand Marcos' son poised to win Philippines election https://t.co/7m5aD3MRG3 #news #topstories #berkleybearnews,Negative,Hate
Is/ko Mo/reno is now attacking Leni Robredo… I see your true colors shining through 🎶 #IskoWithdraw #LeniforPresident2022,Negative,Hate
"Proven TRUE yet again! 😮 
Bongbong Marcos need not attend any debates either https://t.co/Wh2Kgq0wGi",Negative,Hate
@BBCNews I'm proud that I didn't vote for him. Don't wanna be an enabler of corrupt politicians to stay in power! Leni Robredo deserves to be the next President &amp; Kiko Pangilinan deserves to be the next VP. Their slogan is: A government with integrity will uplift the lives of all.,Negative,Hate
@iamwhatiam300 @Sylviapalomare5 Iyak na ang US kasi matatalo na yung puppet candidate nila na c Leni Robredo hahahaha,Negative,Hate
435k likes for Jihyo and none for bongbong marcos https://t.co/WyPAVT4usL,Negative,Hate
Bongbong Marcos was on his home court but did not shine. He was not with other prominent candidates but did not dominate. He was asked not so tough questions but did not substantiate. Tapos proud ang nga loyalists? Ew #SMNIpresidentialdebate,Negative,Hate
"Yung mga kaibigan kong Iglesia na alam ko namang si Leni Robredo ang Presidente na gusto, siguro it’s about time to rethink your religious affiliation. Does INC’s decision to support a son of a dictator embody your values? Kalas na! Charot! Not charot! 🌷",Negative,Hate
"May mga maka-bbm din na kokontra, but guess what? aChiEvEmenTs ng tatay ang nilalaban nila. Kung may nasabi mang tama si marcos sr, 'yon ay ang lazy at carefree si bongbong. https://t.co/gF7mPWXAD4",Negative,Hate
"@lenirobredo Sana lng walng dayan gaya nun na dinaya ni leni si bongbong marcos. Lumaban kayo ng patas wag kayong mandaya kng tunay kyong alagad n Lord. At sana lng di bbalik ang drug lord at drug pusher, snatcher patayan at hold-upper sa mga sasakyan kung ikaw robledo ang uupo sa malacañang",Negative,Hate
kingmaker is still so fucking crazy to me cuz the conclusion i got from it is that bongbong marcos ran for presidency cuz he has unresolved mommy issues 😭,Negative,Hate
"If Leni Robredo's platform and main reason for running is to avoid Marcos from winning the presidency, why would she need 6 whole years for that? Power-hungry much?",Negative,Hate
"Isko Moreno is one of the top contender in presidentiables. He worked hard for it in the past years that Leni Robredo failed to do. He almost get the attention of all Filipinos, the way he handles Manila etc. Balls are really important in this fight. Leni doesn't have sorry. https://t.co/tGBcpbfCGJ",Negative,Hate
"@KeepAnEyeOut3 @ABSCBNNews @lenirobredo You keep saying “magnanakaw” or “thief”. 

But what exactly did Bongbong Marcos steal from you or the public? 

The reason why the majority do not believe you is because you can’t provide specifics or factual evidence against Bongbong himself. Stop embarrassing yourselves!",Negative,Hate
"BBM only reason was to take the dreams and goals of his father to come true although, the sin of the father shall not be pass on to his children.
Leni Robredo, former part of the Yellow Ribbon 🎗️ partylist(correct me if I'm wrong), now it's pink as a new partylist...",Negative,Hate
"Common sense how can VP Robredo volunteer whilst campaigning at the same time. According to VP Leni she lives in her suitcase. Sass, if you want to target VP Leni this is ka bobohan na sagot. https://t.co/8x7R5MKHgr",Negative,Hate
"@J___S0789 @hellomoonstruck @FreediverMmm @Vickgab80 @freya023 @nakuweedboi @_noelgavina @onepiecetsiken @lenirobredo oh okay, speaks on your character, whatever, pero ikaw na nagsabi ha? na magnanakaw si bongbong marcos.",Negative,Hate
"@Will42648371 @lolapink252525 @Jqtie1 Uhm, no. Im merely calling out her post. What’s humiliating is boldly supporting Bongbong Marcos despite the ineligibility.",Negative,Hate
